peerPosAR,peerPosNI,MyPos,Distance,Frame,Time
0.13399568+-0.17572437+-0.5988886,0.1314574+-0.14856863+-0.5902917,0.18922845+0.0025719106+0.09459497,0.62273425,559,1724.987045666
0.13397506+-0.17573303+-0.59887415,0.13149822+-0.14881602+-0.590537,0.18918881+0.0025906505+0.09460891,0.6230345,560,1725.020389041
0.1340738+-0.17576818+-0.5988479,0.13158056+-0.14905836+-0.59078574,0.18917537+0.0025890907+0.09459824,0.6233455,561,1725.053732333
0.13406493+-0.175767+-0.59884113,0.1323213+-0.14975542+-0.58887273,0.18917169+0.0025846874+0.094589844,0.62185746,562,1725.087076083
0.13409741+-0.17573956+-0.5988213,0.1337801+-0.15114775+-0.58512986,0.18914327+0.0025936943+0.09462794,0.61896664,563,1725.120419041
0.13404782+-0.17569394+-0.59887785,0.13465443+-0.15205252+-0.58317864,0.18913072+0.0025919992+0.09463964,0.6175347,564,1725.153761875
0.13403231+-0.17565602+-0.5989002,0.13489679+-0.15233383+-0.58279973,0.18912615+0.002588613+0.094645076,0.61729914,565,1725.187105208
0.13404495+-0.1756246+-0.59890765,0.13555521+-0.15308599+-0.58403546,0.18913898+0.0025904353+0.09467025,0.6187956,566,1725.220450041
0.13402867+-0.17556627+-0.59895325,0.1361624+-0.15370256+-0.5869429,0.1891435+0.002577883+0.09468563,0.6218253,567,1725.25379225
0.13403045+-0.17553677+-0.5989738,0.13641706+-0.15398118+-0.5878407,0.18914017+0.0025677402+0.0946905,0.6227973,568,1725.287135416
0.13403855+-0.1755066+-0.59899706,0.1368398+-0.15448532+-0.5885388,0.18913357+0.0025599962+0.094691366,0.6236736,569,1725.320478708
0.13400307+-0.17546792+-0.5990256,0.13721079+-0.15497875+-0.58857554,0.18912953+0.0025564171+0.09469634,0.62391216,570,1725.353820875
0.13399221+-0.175475+-0.59904665,0.13716625+-0.15491289+-0.5889052,0.1891289+0.0025556802+0.09471035,0.624197,571,1725.387166083
0.1339835+-0.17549202+-0.5990865,0.13708794+-0.1547841+-0.5896175,0.18912268+0.002562997+0.09470711,0.62482,572,1725.420505625
0.13400346+-0.1755448+-0.5990926,0.13720904+-0.1549267+-0.5901043,0.18911773+0.0025682757+0.094715424,0.62534124,573,1725.453851625
0.1340551+-0.1755701+-0.5991142,0.13732718+-0.15508573+-0.59026194,0.1891206+0.002573858+0.09472758,0.6255554,574,1725.487196916
0.13405982+-0.1755943+-0.5991643,0.13748029+-0.1552902+-0.5906492,0.18910916+0.002556703+0.094735846,0.6260051,575,1725.520538541
0.13403635+-0.17560072+-0.5992061,0.1372149+-0.15490834+-0.59092546,0.18911871+0.0025520304+0.09474905,0.62611294,576,1725.553882375
0.1340313+-0.17561635+-0.5992506,0.13716711+-0.15482427+-0.5910606,0.18913485+0.002544418+0.0947711,0.6262092,577,1725.587225291
0.13403796+-0.17561999+-0.5992616,0.13725807+-0.15489191+-0.59133375,0.18912522+0.0025377662+0.09477988,0.6265037,578,1725.620569583
0.13407058+-0.1756572+-0.59925294,0.13745503+-0.15509874+-0.5916162,0.18913539+0.002523953+0.094796345,0.6268646,579,1725.653911958
0.13410991+-0.17567672+-0.5992594,0.13746297+-0.15509039+-0.5920902,0.18914667+0.0025112163+0.09481731,0.62731165,580,1725.687255583
0.1341036+-0.17569697+-0.59918547,0.13745639+-0.15507267+-0.5930306,0.18911916+0.002531398+0.09478457,0.6281935,581,1725.72059925
0.13408877+-0.17562866+-0.5991678,0.13751183+-0.15514183+-0.5936868,0.18910772+0.002519095+0.09477575,0.62884223,582,1725.753942458
0.13407676+-0.17562327+-0.5991616,0.13757372+-0.15520747+-0.5939172,0.18910137+0.0024981797+0.0947763,0.6290894,583,1725.787285625
0.13406518+-0.17559837+-0.5991525,0.13772635+-0.1553627+-0.5943009,0.18907727+0.0025255184+0.09474539,0.6295234,584,1725.820628958
0.13406484+-0.17562306+-0.59911543,0.13788371+-0.15551895+-0.59467304,0.18907642+0.0025283135+0.094749354,0.6299477,585,1725.853972166
0.13406213+-0.17563486+-0.5991236,0.13796312+-0.15559947+-0.59486383,0.1890722+0.0025239969+0.09475753,0.63016504,586,1725.887315
0.13403428+-0.17564148+-0.5991415,0.13812022+-0.15576424+-0.5952533,0.18905568+0.0025901608+0.094720595,0.6306078,587,1725.920658833
0.13408493+-0.17565039+-0.599113,0.13825879+-0.15591398+-0.59565556,0.18903488+0.0026051877+0.09472603,0.6310549,588,1725.954001166
0.13410753+-0.17562722+-0.5991292,0.13672855+-0.15683313+-0.593552,0.18900831+0.0026094317+0.0947428,0.62896365,589,1725.987344958
0.1341204+-0.17560606+-0.5991634,0.1336923+-0.15866831+-0.5894507,0.18901898+0.0026093023+0.09474033,0.6249011,590,1726.020688916
0.13412383+-0.17562188+-0.5991653,0.13202667+-0.15981151+-0.58738905,0.18900414+0.0026139151+0.09476142,0.62289375,591,1726.054032125
0.13411099+-0.1756438+-0.59918666,0.13166402+-0.16014346+-0.58703333,0.18898167+0.0026181834+0.094792515,0.6225668,592,1726.087375291
0.13410155+-0.17563818+-0.59922624,0.13262184+-0.16050825+-0.5868464,0.18895604+0.0026158718+0.094830856,0.6226879,593,1726.120718375
0.13408881+-0.17562607+-0.59927565,0.13514048+-0.16031338+-0.5867688,0.18892048+0.0026145885+0.094871596,0.62310594,594,1726.154062166
0.1340815+-0.17560056+-0.59932214,0.13593663+-0.16032588+-0.58667135,0.18887779+0.002616195+0.09491905,0.6231905,595,1726.187404916
0.13407786+-0.17554063+-0.599369,0.13659464+-0.16058967+-0.58638877,0.18882544+0.002604642+0.094936214,0.62313634,596,1726.220750958
0.13404176+-0.17551984+-0.59938794,0.136711+-0.1609766+-0.58606356,0.18878368+0.0026043875+0.09498037,0.62295574,597,1726.254092083
0.13403244+-0.17551558+-0.599432,0.13716011+-0.15816656+-0.5855616,0.18874274+0.002608844+0.095024906,0.6218617,598,1726.287435916
0.13405094+-0.17545547+-0.59947515,0.13812017+-0.15254049+-0.5845961,0.18893714+0.0025981253+0.0947597,0.6197567,599,1726.320778125
0.13403238+-0.17561112+-0.59923893,0.13879998+-0.14937267+-0.5839669,0.18896519+0.0025972938+0.094704926,0.6185426,600,1726.354122083
0.13404973+-0.17564772+-0.5992006,0.13902691+-0.14863737+-0.5837589,0.18895815+0.0025942093+0.09468281,0.61822,601,1726.38746575
0.13404234+-0.17562196+-0.5991992,0.13841397+-0.15103285+-0.58331543,0.18896735+0.0026185184+0.09469898,0.61824447,602,1726.420808416
0.13402487+-0.17566995+-0.5992395,0.13648851+-0.15723713+-0.58309764,0.18895967+0.0026246263+0.094710566,0.619157,603,1726.454152041
0.13399868+-0.17567357+-0.5992851,0.1358631+-0.15925339+-0.58295107,0.18895362+0.0026246596+0.09472338,0.61939675,604,1726.487495583
0.13397497+-0.17565918+-0.5992923,0.1353148+-0.16104884+-0.5825847,0.18896452+0.0026446814+0.094710484,0.61939627,605,1726.520838875
0.13397427+-0.17567801+-0.5992971,0.13519277+-0.16148561+-0.5821739,0.18895835+0.002649984+0.09471759,0.619097,606,1726.554181958
0.13399161+-0.1756732+-0.5993258,0.13582876+-0.16128448+-0.5832,0.18895102+0.0026607048+0.09471818,0.62014866,607,1726.587526166
0.13401546+-0.17563994+-0.5992955,0.13706252+-0.16100016+-0.5852191,0.18894419+0.0026765696+0.09472404,0.6222448,608,1726.620871041
0.13403639+-0.17568393+-0.59928936,0.13767171+-0.16113685+-0.5861815,0.1889421+0.0026917548+0.09472822,0.62331957,609,1726.654212291
0.13403502+-0.17570904+-0.59929544,0.13777296+-0.16132237+-0.58630764,0.18893336+0.002701709+0.09472802,0.6235086,610,1726.687555416
0.13403502+-0.17570904+-0.59929544,0.13782066+-0.16177379+-0.58627874,0.18893619+0.0027057258+0.09473276,0.6236089,611,1726.720899708
0.13402092+-0.17568445+-0.5992764,0.13785231+-0.1622211+-0.5862038,0.18892391+0.0027084267+0.09473814,0.62366164,612,1726.754242083
0.133978+-0.17566991+-0.59928435,0.13788813+-0.16243269+-0.586189,0.18891002+0.002712557+0.09474324,0.62371075,613,1726.78758725
0.13397013+-0.17561148+-0.59928447,0.13797945+-0.16284671+-0.5861966,0.18889345+0.0027231656+0.094743066,0.623846,614,1726.820928208
0.13398586+-0.17556965+-0.5992841,0.13808295+-0.1632602+-0.58622247,0.1888762+0.0027364145+0.094735324,0.62400126,615,1726.854270958
0.13399224+-0.17553098+-0.59928036,0.13781951+-0.16208713+-0.58490616,0.18886483+0.0027501937+0.094719544,0.6223999,616,1726.887616041
0.13403894+-0.17549334+-0.5992698,0.13730974+-0.1597736+-0.58233905,0.18891527+0.0027346145+0.09470815,0.6192741,617,1726.920958875
0.13408257+-0.17551869+-0.59925807,0.13709316+-0.15864146+-0.5809576,0.18892826+0.0027430998+0.09469373,0.6176353,618,1726.954301625
0.13407558+-0.1755118+-0.59926033,0.13708372+-0.15846935+-0.58065903,0.18893449+0.0027581444+0.09467589,0.61730814,619,1726.987645041
0.13410959+-0.17553109+-0.59924,0.13728702+-0.1585502+-0.5811338,0.18896995+0.0027206016+0.09463886,0.6178207,620,1727.020988583
0.13405317+-0.17553115+-0.5992243,0.13754931+-0.15873522+-0.5825844,0.18897709+0.0027250731+0.09462138,0.6192909,621,1727.054332458
0.1340634+-0.17555384+-0.5992019,0.1376392+-0.15877146+-0.5830028,0.18898354+0.002728531+0.09460358,0.6197138,622,1727.087676375
0.13408884+-0.17555681+-0.59918463,0.13773233+-0.15876377+-0.583231,0.18899368+0.0027264364+0.09458371,0.6199472,623,1727.12101875
0.13409793+-0.17556527+-0.5991718,0.1377728+-0.15870973+-0.5830957,0.18900923+0.0027257286+0.09456734,0.6198151,624,1727.154361916
0.13409051+-0.17561767+-0.5991613,0.1373058+-0.1575236+-0.58349025,0.18902592+0.0027268322+0.09455547,0.6197801,625,1727.187704208
0.13407944+-0.17565006+-0.59913045,0.13636425+-0.15514776+-0.584317,0.18903959+0.0027236545+0.09454712,0.61975193,626,1727.221048333
0.13407993+-0.17566574+-0.5991263,0.13584098+-0.15373617+-0.58478177,0.1890531+0.0027148733+0.09453908,0.61972356,627,1727.25439175
0.13407968+-0.17568344+-0.59912,0.13572411+-0.15335783+-0.58488286,0.1890731+0.0027015589+0.09453585,0.6196996,628,1727.287734083
0.1341015+-0.17571194+-0.5990638,0.13550185+-0.1526697+-0.58503664,0.18909979+0.0026805138+0.09453194,0.6196262,629,1727.321078708
0.1340757+-0.17574699+-0.5990471,0.13530459+-0.15229422+-0.5851555,0.18912207+0.0026634184+0.094523795,0.619603,630,1727.354422
0.13405761+-0.17576529+-0.5990361,0.13521013+-0.15207012+-0.5852178,0.18915296+0.00264197+0.09451338,0.6195861,631,1727.387765625
0.13399547+-0.17578925+-0.59902215,0.13502403+-0.15154873+-0.5853459,0.18911166+0.002641576+0.09460574,0.61953884,632,1727.421107583
0.13398455+-0.17574486+-0.5991127,0.1348256+-0.15097527+-0.5854808,0.18912238+0.002637731+0.09462839,0.61948305,633,1727.4544525
0.13395713+-0.17575435+-0.59913844,0.1338813+-0.1521172+-0.5844331,0.18914695+0.002634517+0.09465113,0.6185676,634,1727.487795166
0.13395092+-0.17578693+-0.59915155,0.13199909+-0.15442172+-0.58235866,0.1890998+0.0026486132+0.09471361,0.61677504,635,1727.52113825
0.1339989+-0.175706+-0.59920716,0.13081096+-0.15558332+-0.58123344,0.1891053+0.002650261+0.094738044,0.61575156,636,1727.554481375
0.13395388+-0.17571242+-0.59923977,0.13045543+-0.15576768+-0.58099085,0.18911476+0.0026497105+0.0947533,0.6154938,637,1727.587824958
0.13392809+-0.17571032+-0.59925693,0.12994452+-0.15582341+-0.5807558,0.18905148+0.002689208+0.09476542,0.61517787,638,1727.621168625
0.13396314+-0.17566663+-0.59925777,0.12948544+-0.15582606+-0.5805581,0.18904239+0.0027034385+0.09477434,0.6148951,639,1727.654512333
0.13395469+-0.1756495+-0.5992675,0.12924178+-0.15585306+-0.58043796,0.18904014+0.002713929+0.094786495,0.6147372,640,1727.687855041
0.13396266+-0.17564732+-0.59927917,0.12872088+-0.15593761+-0.5801687,0.18900111+0.0026951774+0.09479163,0.6143951,641,1727.721198416
0.13394427+-0.17563224+-0.5992669,0.12818608+-0.15603016+-0.5798854,0.18899365+0.0026873052+0.09479886,0.61403924,642,1727.754542083
0.13395377+-0.17559217+-0.5992721,0.12849109+-0.15296936+-0.578414,0.18898806+0.0026807608+0.094805375,0.61194146,643,1727.787886166
0.13398537+-0.1755622+-0.59926325,0.12910716+-0.14694345+-0.575538,0.18897915+0.002670139+0.094817095,0.6078692,644,1727.821228333
0.13400614+-0.1755427+-0.599254,0.12923516+-0.14360873+-0.57385516,0.18897486+0.0026575092+0.09482487,0.60550386,645,1727.854571541
0.13402866+-0.17549732+-0.5992512,0.12912779+-0.1428416+-0.5734087,0.18896987+0.002647979+0.09483122,0.6048762,646,1727.887915208
0.13401897+-0.17548075+-0.5992666,0.12778549+-0.14221102+-0.5735328,0.18896382+0.002639137+0.094834,0.60456014,647,1727.921258541
0.13399325+-0.1754602+-0.59926885,0.12586115+-0.14253964+-0.57488495,0.1889571+0.002627665+0.09484029,0.6055173,648,1727.954601833
0.13399336+-0.17546952+-0.5992646,0.12514636+-0.14247599+-0.5752272,0.18895265+0.002615933+0.09485258,0.6056793,649,1727.987945708
0.13396582+-0.17551626+-0.59927356,0.12419898+-0.14191046+-0.5752365,0.18899308+0.0026464928+0.094829746,0.6053602,650,1728.021289125
0.13395935+-0.17557327+-0.59925544,0.12352589+-0.14108515+-0.57483935,0.18901612+0.0026318543+0.09481935,0.6046519,651,1728.054632041
0.13395774+-0.17560312+-0.59924537,0.1256715+-0.14091723+-0.57584155,0.18902735+0.002611028+0.09481035,0.606007,652,1728.087977291
0.13390735+-0.17561921+-0.59926736,0.12995327+-0.14057918+-0.57782274,0.18900837+0.002634582+0.09480622,0.60871136,653,1728.121318208
0.13390887+-0.17565477+-0.5992568,0.13217697+-0.1400225+-0.578761,0.1889925+0.0026296386+0.09479374,0.6099519,654,1728.154662
0.13389806+-0.17564254+-0.59925467,0.13258368+-0.13966864+-0.5788786,0.18896957+0.0026186313+0.0947771,0.6100706,655,1728.188005625
0.13388981+-0.17561199+-0.59927374,0.13245456+-0.1396107+-0.57841396,0.18893139+0.0026057155+0.09476069,0.60958844,656,1728.221349166
0.13387074+-0.17558908+-0.5992521,0.13175566+-0.1411053+-0.57762015,0.18889561+0.002593222+0.09474422,0.60902816,657,1728.254691541
0.13386329+-0.17553602+-0.59923434,0.13159269+-0.14153628+-0.5773545,0.18886091+0.0025845028+0.09473466,0.60884094,658,1728.2880335
0.13386849+-0.17552072+-0.5992119,0.13161655+-0.14169577+-0.57707304,0.18886551+0.0025712354+0.09471071,0.60861635,659,1728.321378916
0.1337972+-0.17560071+-0.59917456,0.13184232+-0.1414133+-0.57693887,0.18885003+0.0025707511+0.09470685,0.60847235,660,1728.354720791
0.1337921+-0.17559837+-0.59915805,0.1321385+-0.14294973+-0.5766486,0.1888327+0.002570166+0.094709575,0.60862046,661,1728.388063125
0.13380843+-0.17557529+-0.59915406,0.13270126+-0.14606196+-0.5760487,0.18893425+0.0026250042+0.094710186,0.6089136,662,1728.421408416
0.13386022+-0.17571555+-0.5991334,0.13309689+-0.14783731+-0.5756078,0.18894778+0.0026365174+0.094711795,0.60901153,663,1728.454752125
0.13385482+-0.17576538+-0.599113,0.1332458+-0.14825535+-0.57544637,0.18894856+0.0026448034+0.09471372,0.6089931,664,1728.488095541
0.13388677+-0.17578061+-0.59910476,0.13349824+-0.14871214+-0.5751745,0.18894523+0.002625117+0.0946634,0.60890293,665,1728.521438
0.13386893+-0.17586237+-0.5990234,0.1337364+-0.14907993+-0.57492,0.18893902+0.0026266817+0.094659224,0.60880476,666,1728.554781333
0.1338811+-0.1758753+-0.5990037,0.13385665+-0.14928484+-0.574792,0.18893021+0.0026299674+0.09465398,0.60876054,667,1728.588127083
0.1339015+-0.17576803+-0.5990521,0.1341009+-0.14973298+-0.574533,0.18891852+0.002627288+0.09464973,0.60867983,668,1728.621469875
0.13391736+-0.17576021+-0.59904903,0.13433605+-0.15020633+-0.57427377,0.18890719+0.002617574+0.09464328,0.6086037,669,1728.65481125
0.13389918+-0.1757681+-0.5990555,0.1345891+-0.15586686+-0.5718348,0.18890285+0.0026003346+0.09463638,0.60778594,670,1728.688154166
0.13387859+-0.17576809+-0.5990968,0.13510746+-0.16708346+-0.56702286,0.18889678+0.0025701215+0.09460652,0.606371,671,1728.721498291
0.13387734+-0.17579181+-0.59907466,0.13551912+-0.17367567+-0.5642107,0.1889007+0.00254983+0.094608866,0.6056917,672,1728.754841416
0.1338367+-0.17582075+-0.59909153,0.13568911+-0.17540391+-0.5634766,0.18890627+0.0025292567+0.09461921,0.6055443,673,1728.788185041
0.13375497+-0.17575616+-0.59913886,0.13632506+-0.1750142+-0.56398106,0.18891956+0.0025134708+0.09463273,0.6060438,674,1728.821527458
0.13370496+-0.17575735+-0.599172,0.13693632+-0.1700033+-0.5667501,0.18894218+0.0024975955+0.09464521,0.6073371,675,1728.854878041
0.13366655+-0.17574713+-0.5992018,0.1371927+-0.16867691+-0.56751245,0.18897271+0.0024788138+0.09465988,0.6077369,676,1728.888215166
0.1336801+-0.1757314+-0.59917414,0.13761453+-0.16843049+-0.5677778,0.18898556+0.0024594264+0.0946492,0.6080117,677,1728.921558125
0.1336927+-0.17573233+-0.59915096,0.1379808+-0.16964962+-0.56728023,0.18900901+0.0024363955+0.09464196,0.6079692,678,1728.954901833
0.13363966+-0.17575663+-0.599138,0.13837892+-0.16970746+-0.5674388,0.1890287+0.0024145169+0.09463834,0.60822374,679,1728.988244041
0.13363051+-0.17577487+-0.59912,0.13916434+-0.16967632+-0.5678232,0.18898478+0.002481712+0.09457819,0.6087528,680,1729.021587916
0.13366698+-0.17577572+-0.5990489,0.13977309+-0.16998209+-0.5679155,0.18898234+0.0024981285+0.094561696,0.60906357,681,1729.054931583
0.13366853+-0.17577757+-0.599027,0.14002448+-0.17028333+-0.5678453,0.18898693+0.0025034575+0.09454618,0.60914,682,1729.088275125
0.13366756+-0.1757709+-0.5990071,0.14110534+-0.1693208+-0.56786793,0.18895802+0.0025415055+0.09457041,0.6091422,683,1729.12161825
0.13370095+-0.17572106+-0.5990332,0.1423059+-0.16591892+-0.5684162,0.18896279+0.0025414154+0.09457692,0.60899675,684,1729.15496125
0.133697+-0.17572105+-0.59903693,0.14279962+-0.16482483+-0.56858283,0.1889704+0.0025280556+0.09458198,0.60897076,685,1729.188304541
0.13367242+-0.17573573+-0.5990607,0.14357993+-0.16393897+-0.5686725,0.18897821+0.0025152126+0.09458531,0.60899884,686,1729.221648333
0.13363945+-0.17574905+-0.5990653,0.14424089+-0.1638591+-0.5686074,0.18898639+0.002503476+0.09458967,0.60907274,687,1729.254991458
0.13361134+-0.17576292+-0.5990746,0.14445983+-0.16358303+-0.56967044,0.18900041+0.0024918625+0.09459271,0.610043,688,1729.288334625
0.13358858+-0.1757543+-0.59912366,0.14489402+-0.1629582+-0.57178485,0.18901858+0.0024831658+0.09459074,0.6119539,689,1729.321677791
0.13352206+-0.17577149+-0.5991368,0.14541164+-0.16246036+-0.57297426,0.18903789+0.0024815844+0.09458398,0.6130558,690,1729.35502125
0.13351959+-0.17579266+-0.5991306,0.14570168+-0.16227424+-0.5732531,0.18906644+0.0024834843+0.094576254,0.61333597,691,1729.388371875
0.13349202+-0.17580156+-0.59913194,0.14630389+-0.16197497+-0.5735559,0.18905826+0.0025313618+0.094556734,0.6136832,692,1729.421708458
0.13352849+-0.17585467+-0.59909135,0.14689496+-0.16169737+-0.57381785,0.18906917+0.0025454068+0.0945504,0.613996,693,1729.455052208
0.13349488+-0.17588258+-0.5990931,0.14718468+-0.16155194+-0.57397133,0.18907832+0.0025590323+0.09454752,0.61417055,694,1729.488395625
0.13348587+-0.17587748+-0.59911776,0.14777443+-0.16125998+-0.5743067,0.18900013+0.002586726+0.09453068,0.61454886,695,1729.521737708
0.1335216+-0.17585717+-0.59908324,0.14840443+-0.16097355+-0.57464653,0.18897714+0.0025969408+0.09452816,0.6149431,696,1729.555082166
0.13354272+-0.17585534+-0.59907466,0.14619997+-0.16141853+-0.5750657,0.18896082+0.0026015854+0.094532765,0.6149235,697,1729.588425583
0.13362837+-0.1758836+-0.5990848,0.14184171+-0.16229309+-0.5759039,0.1889727+0.0026114702+0.09449977,0.6149174,698,1729.621768
0.1336581+-0.17586099+-0.59906024,0.13963982+-0.16266178+-0.576535,0.18897529+0.0026092173+0.09449438,0.61510223,699,1729.655111875
0.13365896+-0.17586912+-0.59905475,0.13926476+-0.16266885+-0.57678217,0.18898067+0.002606254+0.094492756,0.61525077,700,1729.688455041
0.13368039+-0.17589071+-0.59905344,0.13840726+-0.16134302+-0.57706004,0.188972+0.002619911+0.09450439,0.61496866,701,1729.721797583
0.13373676+-0.17584401+-0.5990664,0.13700931+-0.15901421+-0.5767499,0.18896635+0.0026203466+0.09450839,0.61375695,702,1729.7551415
0.13370685+-0.17587224+-0.5990699,0.13644987+-0.15820192+-0.5767316,0.18896306+0.002615123+0.09450625,0.61340505,703,1729.788483708
0.13368416+-0.17590283+-0.59907645,0.13565652+-0.1572773+-0.57697964,0.18895045+0.0026550442+0.09449592,0.61322457,704,1729.821830833
0.13369052+-0.17587093+-0.5990773,0.13509063+-0.15678042+-0.5773961,0.18894014+0.002655685+0.09447473,0.6133644,705,1729.855171291
0.13367434+-0.17586763+-0.5990573,0.13409446+-0.15697078+-0.57843435,0.18893157+0.0026556654+0.094448194,0.61417216,706,1729.888514125
0.13367794+-0.1758238+-0.599067,0.13206482+-0.1573096+-0.5804753,0.18892317+0.0026632287+0.094437934,0.6157426,707,1729.921857791
0.13369577+-0.17579585+-0.59906286,0.13060091+-0.157248+-0.58179104,0.18891242+0.0026628384+0.09441882,0.61665577,708,1729.955199958
0.133706+-0.17577389+-0.5990476,0.13007678+-0.15709075+-0.58220655,0.18889274+0.002667997+0.09439777,0.61689705,709,1729.98854475
0.13372116+-0.17574707+-0.5990337,0.12972906+-0.15805846+-0.58240753,0.18885891+0.0026958426+0.09437194,0.6172606,710,1730.02188775
0.1337386+-0.17573613+-0.5990097,0.13078298+-0.16080649+-0.581546,0.18883859+0.0027110465+0.09435852,0.6173805,711,1730.055230291
0.13378175+-0.17569752+-0.59899694,0.1310122+-0.16172156+-0.5813528,0.18882121+0.002727881+0.0943458,0.6174861,712,1730.088574416
0.13380033+-0.1756516+-0.59900105,0.1308184+-0.16257949+-0.58146685,0.18885891+0.0027063852+0.09440682,0.61777765,713,1730.121917625
0.13378009+-0.17571989+-0.5990581,0.13021548+-0.1628346+-0.58189005,0.18885022+0.0027008262+0.09441258,0.61811584,714,1730.155261458
0.13377066+-0.17572121+-0.5990713,0.13108581+-0.1644769+-0.5814521,0.18883969+0.0026972862+0.094411254,0.6183225,715,1730.188604583
0.1337689+-0.1757105+-0.5990768,0.13287304+-0.1678262+-0.5805433,0.18886682+0.00267525+0.09444035,0.61874986,716,1730.221948375
0.13374764+-0.17571455+-0.5991159,0.13372532+-0.16997881+-0.58014524,0.18885517+0.0026682662+0.094445154,0.6191476,717,1730.255291208
0.13373122+-0.1757004+-0.5991321,0.1338282+-0.17062537+-0.5801283,0.1888364+0.0026574181+0.09445293,0.6193318,718,1730.288634583
0.13371918+-0.17570117+-0.5991414,0.13379107+-0.17155789+-0.58024186,0.18889816+0.0026466872+0.094446085,0.6196876,719,1730.321978041
0.1336948+-0.17570728+-0.5991604,0.13371396+-0.17242222+-0.5803824,0.18889832+0.0026464236+0.0944568,0.6200424,720,1730.355320875
0.13367812+-0.1757136+-0.59918165,0.1336911+-0.17288253+-0.58044195,0.18888453+0.002647221+0.094476685,0.6202214,721,1730.388664458
0.1336871+-0.17570534+-0.599201,0.13365683+-0.17385808+-0.5805444,0.18894108+0.0026540337+0.094476074,0.62058246,722,1730.422008791
0.13370165+-0.17569838+-0.599223,0.13362505+-0.17486995+-0.58063644,0.18894692+0.0026501408+0.09448473,0.62094593,723,1730.455351083
0.13369203+-0.17571215+-0.5992255,0.13467468+-0.17293623+-0.5762348,0.18894239+0.0026450874+0.094484195,0.61651504,724,1730.488694208
0.13372134+-0.17568009+-0.59919065,0.13679908+-0.16913162+-0.56763405,0.18894474+0.0026450155+0.094478324,0.6078881,725,1730.522038041
0.13371488+-0.17566161+-0.59918296,0.13806254+-0.1674444+-0.56297666,0.18894918+0.00264776+0.09446589,0.60335857,726,1730.555381375
0.13370611+-0.17563848+-0.5991762,0.1383923+-0.16731279+-0.5619547,0.18895264+0.0026472406+0.09445074,0.60244423,727,1730.588724791
0.1337004+-0.17564437+-0.5991673,0.13845398+-0.1664483+-0.56223553,0.18896595+0.002649488+0.09443941,0.60248095,728,1730.622068
0.13369294+-0.17567988+-0.59914637,0.13780864+-0.16404663+-0.5646501,0.18897086+0.00264805+0.09442794,0.6039307,729,1730.655411416
0.13365811+-0.17566125+-0.59914047,0.13765827+-0.16320911+-0.5652377,0.18897015+0.0026441093+0.09441236,0.604219,730,1730.688754208
0.13366167+-0.175671+-0.59911865,0.13770856+-0.1623553+-0.5651944,0.18896675+0.0026385763+0.0943969,0.60396,731,1730.722097333
0.13363658+-0.17566921+-0.5991003,0.13797092+-0.16200432+-0.564429,0.18896417+0.0026323162+0.09438256,0.6032093,732,1730.755441458
0.13361984+-0.17567217+-0.59908926,0.1371066+-0.16302659+-0.5648095,0.18896182+0.002624995+0.09436886,0.60364366,733,1730.788783875
0.13361977+-0.17567399+-0.5991009,0.13534601+-0.16503361+-0.5656096,0.188954+0.0026059644+0.09435015,0.60454017,734,1730.822127625
0.13356714+-0.17565772+-0.59909904,0.13437599+-0.1660299+-0.5657902,0.1889418+0.0025813626+0.094330676,0.6047656,735,1730.855471041
0.13355741+-0.1756179+-0.5990915,0.13416804+-0.16619012+-0.56566024,0.18893716+0.002554493+0.094308674,0.6046418,736,1730.8888145
0.13355741+-0.1756179+-0.5990915,0.13447599+-0.1652982+-0.56585604,0.18893401+0.0025286349+0.094279334,0.60464895,737,1730.922157458
0.1334497+-0.17560367+-0.5990736,0.13546117+-0.16345012+-0.56713134,0.18892804+0.0025087846+0.09424316,0.6055606,738,1730.955500833
0.13340482+-0.17560595+-0.5990489,0.13576078+-0.16281477+-0.5675135,0.18892907+0.0024929075+0.09420229,0.6058145,739,1730.988844166
0.13343754+-0.17559914+-0.59899324,0.13596436+-0.16215105+-0.567723,0.18892992+0.002483705+0.09415616,0.6058784,740,1731.022187958
0.13344264+-0.17561299+-0.59893847,0.1359224+-0.16185689+-0.56758815,0.188928+0.0024756156+0.094112165,0.60566396,741,1731.055531083
0.13341925+-0.17559423+-0.5989045,0.13533594+-0.16228044+-0.5697918,0.18891902+0.0024685196+0.094061606,0.6077117,742,1731.088874208
0.13341962+-0.17555845+-0.59886277,0.1341721+-0.16308323+-0.57416475,0.18890472+0.0024603754+0.09400142,0.61177075,743,1731.1222195
0.13344137+-0.17552675+-0.59880686,0.13346116+-0.16337517+-0.57660097,0.18889505+0.0024492126+0.09394025,0.6139805,744,1731.155561125
0.13342354+-0.1754953+-0.59876305,0.13326125+-0.16335414+-0.57716286,0.18889377+0.002437844+0.093877256,0.61445916,745,1731.18890475
0.13339472+-0.17552225+-0.59870005,0.13298735+-0.16317621+-0.57776636,0.18895684+0.0024996342+0.09405137,0.61491954,746,1731.222247875
0.1336028+-0.17551196+-0.5988678,0.13272418+-0.16297144+-0.5782856,0.18897979+0.0025146902+0.09408442,0.61529636,747,1731.255591125
0.13364701+-0.17552572+-0.5989027,0.13257916+-0.16287492+-0.5785903,0.1889956+0.0025245938+0.09409115,0.61552596,748,1731.28893425
