peerPosAR,peerPosNI,MyPos,Distance,Frame,Time
0.13426994+-0.17529328+-0.5989423,0.13451646+-0.13701725+-0.5809183,0.18874128+0.00258842+0.0946533,0.6118288,369,1718.651814166
0.13431582+-0.17530432+-0.5989714,0.13470572+-0.13696909+-0.58096284,0.18871346+0.0026055109+0.094662495,0.61190194,370,1718.685164833
0.13431683+-0.1752441+-0.59894943,0.13509038+-0.13689655+-0.58105046,0.18870993+0.0026148846+0.094663784,0.61205363,371,1718.718510375
0.13435793+-0.17525217+-0.59893554,0.13546517+-0.13682541+-0.5811431,0.18868667+0.0026267758+0.09467175,0.61220855,372,1718.751843541
0.13437985+-0.17522372+-0.59893966,0.13429368+-0.13600686+-0.5795685,0.18865986+0.002642178+0.094678275,0.6102723,373,1718.785188708
0.13439989+-0.1752036+-0.59894425,0.13163942+-0.1344915+-0.57641923,0.1886823+0.0026439056+0.09465874,0.60636294,374,1718.818529416
0.13441831+-0.17519185+-0.5989346,0.1303164+-0.13360976+-0.5747643,0.18868154+0.0026581911+0.09465665,0.60430783,375,1718.851873458
0.13442007+-0.17521448+-0.59893936,0.13009888+-0.13337663+-0.5744275,0.18867733+0.0026781168+0.094656214,0.60388905,376,1718.885216041
0.13440143+-0.17521887+-0.5989422,0.13000049+-0.1331132+-0.5741615,0.18867342+0.0027032644+0.09466061,0.6035567,377,1718.918560375
0.13444541+-0.1752252+-0.5989449,0.12984426+-0.13313197+-0.57413113,0.1886786+0.0027271789+0.094665565,0.60349834,378,1718.951904
0.1344684+-0.17521138+-0.5989642,0.1297352+-0.13313422+-0.57408404,0.18868521+0.002745835+0.09466727,0.60343057,379,1718.985247125
0.13449354+-0.17521761+-0.5989551,0.12952639+-0.13300206+-0.5738501,0.18871637+0.0027228137+0.09465222,0.6031339,380,1719.018589875
0.13445778+-0.17521402+-0.59895897,0.1293357+-0.13275136+-0.5735124,0.18874031+0.0027242228+0.094658166,0.60271645,381,1719.051933625
0.13445932+-0.17523028+-0.5989778,0.12982996+-0.13344179+-0.5739226,0.18876125+0.002731314+0.09467268,0.6033653,382,1719.085285333
0.13444081+-0.1752215+-0.59897447,0.13098484+-0.13511132+-0.5750701,0.18878275+0.0027673366+0.09469217,0.6050766,383,1719.118619791
0.13448003+-0.175213+-0.59900236,0.13156413+-0.1359773+-0.5755371,0.18881278+0.0027769587+0.09470443,0.6058398,384,1719.151964
0.1344601+-0.17521171+-0.59903365,0.1316579+-0.13613452+-0.5755445,0.18884756+0.0027795173+0.09472272,0.6059025,385,1719.185315416
0.134445+-0.17525087+-0.5990221,0.13172448+-0.13627002+-0.5753871,0.18887182+0.002730785+0.09468302,0.605798,386,1719.218649583
0.1344007+-0.17526414+-0.5989845,0.13193363+-0.13659869+-0.57526004,0.18889944+0.0027190761+0.09468049,0.6057968,387,1719.251993916
0.1344084+-0.17529896+-0.5989815,0.13205154+-0.13677989+-0.5752136,0.18892372+0.002708706+0.09468971,0.60581934,388,1719.285338541
0.13435538+-0.17532744+-0.59895957,0.13222988+-0.13706079+-0.57511616,0.1889158+0.0026710257+0.09469481,0.6058292,389,1719.318688125
0.1342925+-0.1753429+-0.5989613,0.13236041+-0.13725835+-0.57500243,0.1889178+0.0026423084+0.09469823,0.6057945,390,1719.352023125
0.13426843+-0.17535168+-0.5989617,0.13123356+-0.1373664+-0.57516354,0.18892209+0.0026186917+0.09469639,0.6057267,391,1719.385366458
0.1342426+-0.17533591+-0.5989776,0.12886208+-0.13742858+-0.5756045,0.18891698+0.002641553+0.09469167,0.60565054,392,1719.418709916
0.1342507+-0.17536584+-0.59896785,0.12749377+-0.13755882+-0.5758161,0.1889022+0.0026403274+0.09469203,0.60559165,393,1719.452054416
0.13424653+-0.17535819+-0.59897476,0.12715663+-0.13763958+-0.5758437,0.18889847+0.0026339544+0.094697565,0.60556537,394,1719.485397083
0.13426694+-0.17537096+-0.59898305,0.12676823+-0.1378132+-0.5758343,0.18888183+0.0026453796+0.09468456,0.60551447,395,1719.518739541
0.13426279+-0.17533886+-0.59899247,0.12642953+-0.13798718+-0.5758138,0.18887667+0.0026472304+0.094693705,0.60546374,396,1719.552081958
0.1342464+-0.17534846+-0.59901816,0.12624031+-0.138071+-0.57580847,0.18887638+0.0026461678+0.09470156,0.60543835,397,1719.585426166
0.13425441+-0.17536297+-0.59903973,0.1258281+-0.13823509+-0.575806,0.18886282+0.0026526488+0.09468987,0.6053876,398,1719.618769458
0.13428679+-0.17531125+-0.59905106,0.12540217+-0.13840623+-0.5758048,0.18884899+0.0026546959+0.09468944,0.60533726,399,1719.652113333
0.13429546+-0.17528577+-0.5990619,0.12600355+-0.13918468+-0.5766982,0.18883182+0.0026586314+0.09469124,0.60648996,400,1719.685465583
0.13433655+-0.1752362+-0.5990515,0.12759358+-0.14053355+-0.5784347,0.18883476+0.0026517052+0.09469055,0.6087828,401,1719.718802958
0.13432251+-0.17525609+-0.59905195,0.12828779+-0.14136809+-0.5793691,0.18883598+0.0026450565+0.0946872,0.61000925,402,1719.752143416
0.13431922+-0.17527846+-0.5990429,0.12833144+-0.14162049+-0.57957315,0.18883666+0.0026427049+0.094690554,0.61027074,403,1719.785486833
0.13427962+-0.1752389+-0.59900475,0.1285369+-0.14192228+-0.58027136,0.18885633+0.002638648+0.09468276,0.611047,404,1719.818829916
0.13426153+-0.17524727+-0.5989972,0.13107137+-0.14168473+-0.5841784,0.18886481+0.0026448714+0.09468282,0.61523867,405,1719.852173625
0.13426018+-0.1752696+-0.59899443,0.13240805+-0.14155765+-0.58617944,0.18888023+0.0026563182+0.09468371,0.61739516,406,1719.885516
0.13427693+-0.17529255+-0.5989918,0.13400614+-0.1415382+-0.58863604,0.18889694+0.002671674+0.09468081,0.620067,407,1719.918860791
0.13426709+-0.17532526+-0.5989932,0.13460542+-0.14172103+-0.5896975,0.18891904+0.0026877169+0.09467246,0.62124604,408,1719.952203208
0.13428032+-0.1753664+-0.59899074,0.13428101+-0.14074793+-0.5890385,0.18893595+0.002698185+0.09465984,0.62032866,409,1719.985546625
0.13432482+-0.17537467+-0.59897625,0.13335115+-0.13860056+-0.5871341,0.1889555+0.002715687+0.09465281,0.6178342,410,1720.018893125
0.1343465+-0.175393+-0.598987,0.1330402+-0.13745032+-0.58653677,0.18898183+0.0027399499+0.094648354,0.6169422,411,1720.052233041
0.13436495+-0.17540142+-0.5990101,0.13309129+-0.13721105+-0.5866575,0.18900982+0.0027609884+0.09464122,0.61701477,412,1720.085582041
0.13440615+-0.17542443+-0.5990207,0.13327634+-0.13694319+-0.58701634,0.18903865+0.0027892524+0.09463479,0.6173364,413,1720.1189195
0.13444214+-0.17544833+-0.5990324,0.13288105+-0.1363706+-0.58609575,0.18907613+0.0028160715+0.094627656,0.6162488,414,1720.152263666
0.13446271+-0.17551479+-0.5990337,0.1326563+-0.13606063+-0.5855892,0.18911311+0.0028435802+0.094615676,0.61564994,415,1720.18560725
0.1344858+-0.17552921+-0.5989995,0.13246249+-0.13557075+-0.585168,0.18899064+0.0027571728+0.09470332,0.61509943,416,1720.218949541
0.13437493+-0.17537242+-0.5990975,0.13251127+-0.13520744+-0.58529925,0.18894005+0.0027352206+0.094726585,0.61515486,417,1720.252292583
0.13435046+-0.17532398+-0.59911835,0.13192853+-0.13615668+-0.5844592,0.18889856+0.0027308369+0.094730586,0.61443985,418,1720.28564525
0.1343404+-0.17527027+-0.59911644,0.13065478+-0.13838443+-0.58250564,0.18890263+0.0026876293+0.09468503,0.61280805,419,1720.318978583
0.13433637+-0.1752819+-0.59906197,0.12994924+-0.13955986+-0.58147883,0.18888548+0.0026818644+0.09466496,0.6119489,420,1720.352324291
0.13433528+-0.17527434+-0.5990465,0.12979195+-0.1397921+-0.5812809,0.1888641+0.0026809964+0.09465043,0.6117804,421,1720.385680625
0.13434014+-0.17529026+-0.59903467,0.12963231+-0.1399779+-0.58113575,0.18885429+0.0026894535+0.09465533,0.6116511,422,1720.419009666
0.13434014+-0.17529026+-0.59903467,0.12948793+-0.14011258+-0.58103734,0.18883374+0.002698942+0.09465075,0.6115579,423,1720.452353208
0.13444157+-0.17532086+-0.5990341,0.1294041+-0.14019877+-0.58096856,0.18881375+0.0027068937+0.094643265,0.61149454,424,1720.485714416
0.13445769+-0.17531677+-0.59904104,0.12923458+-0.14040463+-0.5807943,0.18892479+0.0026041344+0.09467725,0.6113404,425,1720.519038708
0.13437445+-0.17539449+-0.59910643,0.1290601+-0.14064172+-0.5805981,0.18894716+0.002578369+0.094706684,0.61117166,426,1720.552383083
0.13435592+-0.17541339+-0.59916794,0.12921317+-0.14141671+-0.5790839,0.18895115+0.0025736513+0.09473423,0.609945,427,1720.585726083
0.13436559+-0.17541423+-0.59921116,0.12970412+-0.14270328+-0.5763209,0.18895493+0.0025627285+0.09473112,0.6077278,428,1720.619069291
0.13431227+-0.17545119+-0.5992277,0.1299159+-0.14355065+-0.57471126,0.18895245+0.0025615029+0.09475435,0.606447,429,1720.65241275
0.13432167+-0.17544375+-0.5992576,0.12992066+-0.14382064+-0.57428956,0.18895246+0.0025633685+0.09478229,0.6061124,430,1720.68576425
0.13426322+-0.17537528+-0.5992298,0.13002042+-0.1444926+-0.57390434,0.18896198+0.0025718482+0.09481002,0.60592866,431,1720.719100375
0.13428824+-0.17534615+-0.59926003,0.13119267+-0.14690846+-0.5745848,0.1889661+0.0025806334+0.094828,0.60740536,432,1720.752442958
0.13431041+-0.17530948+-0.59928226,0.13179864+-0.14816518+-0.5749039,0.18895556+0.002587635+0.09485206,0.6081433,433,1720.785796583
0.1343289+-0.17522575+-0.5992494,0.13250554+-0.14989226+-0.57499146,0.18897204+0.002577788+0.09486376,0.6088026,434,1720.819129666
0.13430753+-0.17519376+-0.599272,0.13275792+-0.15090215+-0.574599,0.1889643+0.002576975+0.09487958,0.6087366,435,1720.852473666
0.13430646+-0.1751708+-0.599291,0.13170953+-0.15133211+-0.57466644,0.1889498+0.0025715742+0.09489729,0.6086792,436,1720.885822208
0.13429685+-0.17514652+-0.59930784,0.12949352+-0.15140335+-0.5753316,0.18897645+0.0025663814+0.09484805,0.60884976,437,1720.9191585
0.1342195+-0.17516579+-0.59928006,0.1282772+-0.15184432+-0.5755384,0.18896954+0.0025608698+0.09483421,0.6088975,438,1720.952503375
0.13419905+-0.17516278+-0.59927154,0.1280062+-0.15218271+-0.5754807,0.1889634+0.0025584241+0.09482801,0.6088704,439,1720.985846291
0.1342095+-0.17519303+-0.5992556,0.12816456+-0.15314217+-0.575523,0.18899561+0.0025595548+0.09476832,0.60918427,440,1721.0191895
0.134193+-0.17522697+-0.59920365,0.1312426+-0.15542226+-0.5774166,0.1890011+0.0025509137+0.094747156,0.61220145,441,1721.052533
0.13418177+-0.17525914+-0.5991853,0.1328198+-0.1565793+-0.57839227,0.18900362+0.002542113+0.09473509,0.6137555,442,1721.085877791
0.13414475+-0.17527333+-0.5991998,0.1346206+-0.15826643+-0.5794494,0.18901925+0.0025580002+0.09473846,0.615575,443,1721.119220833
0.13415968+-0.17526102+-0.59922427,0.13519877+-0.1593971+-0.5796936,0.18901287+0.0025598807+0.09474443,0.616223,444,1721.152562958
0.13414359+-0.17524287+-0.5992468,0.13515937+-0.15850995+-0.57983315,0.18900922+0.0025573622+0.094754055,0.6161168,445,1721.185911625
0.13413203+-0.17521316+-0.5992671,0.13486929+-0.15576203+-0.5801352,0.18903194+0.0025752801+0.0947613,0.6156366,446,1721.21924975
0.13413852+-0.1752514+-0.59927636,0.13491617+-0.15461771+-0.58042216,0.18904307+0.0025776308+0.094782956,0.6156289,447,1721.25259325
0.13410708+-0.17525446+-0.5993119,0.13504481+-0.15458924+-0.5805475,0.18906356+0.002573626+0.09480468,0.61576813,448,1721.285936291
0.13410941+-0.17526412+-0.5993228,0.13538216+-0.15495987+-0.5807785,0.18909045+0.0025670407+0.09482698,0.61615306,449,1721.319279333
0.13409501+-0.17527977+-0.5993464,0.13573733+-0.15540138+-0.5810004,0.18911037+0.0025646563+0.09484076,0.61655146,450,1721.352623375
0.13408197+-0.17529947+-0.59936494,0.13590357+-0.15558355+-0.58111364,0.18913662+0.002561191+0.09486084,0.6167407,451,1721.385966291
0.13410833+-0.17532568+-0.5993738,0.13621877+-0.15589903+-0.5813412,0.18914083+0.0025818935+0.09487314,0.61710423,452,1721.419310833
0.13411297+-0.17538059+-0.5993839,0.13652354+-0.15619105+-0.5815693,0.18915677+0.0025870102+0.09487879,0.6174603,453,1721.452662041
0.13411407+-0.17539498+-0.599402,0.1366385+-0.1530247+-0.5819332,0.1891768+0.0025923064+0.09488472,0.61703557,454,1721.485997041
0.13410717+-0.17542954+-0.5994189,0.13656701+-0.14650457+-0.5824458,0.18910213+0.00259939+0.094823815,0.6159198,455,1721.519339375
0.13413537+-0.17538698+-0.59935516,0.13667415+-0.14295325+-0.5828711,0.18909858+0.002604098+0.09481498,0.6155113,456,1721.552682958
0.13411093+-0.1753723+-0.5993698,0.13679329+-0.14216904+-0.5830505,0.18910633+0.0026097456+0.09481266,0.6155261,457,1721.586026208
0.13411908+-0.17537934+-0.59938437,0.1366904+-0.1414059+-0.58320755,0.18909101+0.0026131559+0.09479251,0.6154762,458,1721.619372833
0.13411088+-0.17533483+-0.59939617,0.13400143+-0.14091203+-0.5822284,0.18908855+0.002620082+0.09477843,0.6138424,459,1721.652712791
0.13412139+-0.17535412+-0.5993924,0.13260074+-0.14060824+-0.58173406,0.18908189+0.0026272302+0.09476148,0.6129993,460,1721.686056875
0.13412616+-0.1753308+-0.59937453,0.13099587+-0.13984437+-0.58130646,0.18908319+0.002638393+0.09475557,0.6120732,461,1721.719399125
0.13413505+-0.175344+-0.5993733,0.13048796+-0.1389711+-0.58137965,0.1890818+0.002654533+0.09474156,0.61183524,462,1721.752743166
0.13415125+-0.17533+-0.59937805,0.13062768+-0.13957976+-0.5817674,0.18908525+0.0026725286+0.094717674,0.6123719,463,1721.786087041
0.13418317+-0.17530811+-0.5993756,0.1310815+-0.14168395+-0.58229464,0.18908265+0.0026934715+0.09469272,0.6134523,464,1721.819429
0.13420567+-0.1753117+-0.5993699,0.13115866+-0.14254247+-0.5826099,0.18907797+0.0027040632+0.09466693,0.61396676,465,1721.8527735
0.13423625+-0.17529184+-0.5993708,0.13107975+-0.14254455+-0.582706,0.18906426+0.0027130905+0.09464064,0.6140416,466,1721.886115916
0.13428684+-0.17529409+-0.5993806,0.13064502+-0.14241841+-0.58308995,0.18904664+0.0027114693+0.09466449,0.61428416,467,1721.919459375
0.13434443+-0.17531274+-0.59940064,0.12896115+-0.14370036+-0.58499825,0.18903928+0.0027098234+0.094657555,0.61603874,468,1721.952802958
0.13436048+-0.17530568+-0.59940404,0.12809934+-0.14440483+-0.5859767,0.18903422+0.0027089573+0.094638504,0.6169529,469,1721.986148333
0.13437288+-0.17532578+-0.59937155,0.12693538+-0.14518255+-0.58721435,0.18904743+0.0025945725+0.09478671,0.6180706,470,1722.019489958
0.13423154+-0.17536432+-0.59952307,0.12627229+-0.14538263+-0.58779675,0.18905272+0.0025733253+0.094818085,0.6185352,471,1722.052833208
0.13421124+-0.17536472+-0.59956187,0.12711975+-0.14616853+-0.5852411,0.18905647+0.0025712175+0.094823636,0.6164672,472,1722.086178541
0.13420236+-0.17535238+-0.5995784,0.12935668+-0.14772736+-0.5798256,0.18905649+0.0025835994+0.094768934,0.6121717,473,1722.119519125
0.13421184+-0.17532086+-0.5995355,0.13045445+-0.14875269+-0.57698685,0.18906504+0.002583782+0.0947526,0.6099668,474,1722.152863333
0.13418187+-0.1753167+-0.5995132,0.1306128+-0.14906421+-0.5764284,0.18907626+0.0025853885+0.09474181,0.6095487,475,1722.186207
0.13418187+-0.1753167+-0.5995132,0.13061774+-0.1495198+-0.57598925,0.18908921+0.0025935534+0.094731554,0.6092461,476,1722.219563166
0.13402665+-0.17534396+-0.5993934,0.13054942+-0.14996226+-0.5756596,0.18910208+0.0026060343+0.09472337,0.6090286,477,1722.252893083
0.13405836+-0.17535877+-0.5993756,0.13053192+-0.15020172+-0.57543826,0.18910895+0.002621131+0.094719574,0.6088747,478,1722.286238833
0.13406366+-0.1753692+-0.5993671,0.13053885+-0.15071338+-0.5749015,0.18911858+0.0026339078+0.09471027,0.6084954,479,1722.319579208
0.13404989+-0.1754032+-0.5993532,0.1305697+-0.1512424+-0.57431453,0.1891239+0.0026466716+0.094697095,0.60807884,480,1722.352921708
0.13405979+-0.17540784+-0.599344,0.13232087+-0.14999828+-0.5752593,0.18913525+0.0026611052+0.09467927,0.6090415,481,1722.386275583
0.13405155+-0.17544149+-0.5993438,0.13573793+-0.14702903+-0.5776708,0.1891753+0.0026736306+0.094627425,0.6113476,482,1722.419610083
0.13408643+-0.17548683+-0.5992794,0.1376649+-0.14556633+-0.578728,0.18919742+0.0026861539+0.09459258,0.61242735,483,1722.452953083
0.13410309+-0.17551178+-0.5992317,0.13813147+-0.14533906+-0.5788075,0.18923278+0.0026977516+0.09454955,0.61255354,484,1722.486296125
0.1340636+-0.17553201+-0.5991909,0.13860369+-0.14520468+-0.5785554,0.18919623+0.0026344655+0.09463346,0.61239016,485,1722.519643208
0.13406518+-0.17553131+-0.59923893,0.13846622+-0.14467783+-0.5778697,0.18923347+0.002629157+0.09463289,0.61158645,486,1722.552983375
0.13405538+-0.17556003+-0.5992322,0.13841717+-0.14437401+-0.57755554,0.18928878+0.0026280573+0.09461252,0.61120665,487,1722.586326166
0.13407506+-0.17558599+-0.5992283,0.1386249+-0.14393291+-0.57716113,0.1893456+0.0025910307+0.094601244,0.610777,488,1722.6196705
0.13407452+-0.17564708+-0.59920424,0.13909824+-0.14366296+-0.57695675,0.18937574+0.0025805447+0.094614424,0.6106279,489,1722.653015208
0.13406162+-0.1756789+-0.599213,0.13848548+-0.14493006+-0.5774326,0.18940498+0.0025661371+0.09463045,0.6112375,490,1722.686356041
0.13400187+-0.1756921+-0.5992494,0.13669014+-0.14765488+-0.57851565,0.18938878+0.0025311103+0.09464333,0.61250836,491,1722.719699458
0.13394886+-0.17563058+-0.59927887,0.13582444+-0.14913979+-0.5790241,0.18938929+0.002510378+0.09465676,0.61315566,492,1722.753043125
0.1339521+-0.1756539+-0.5992764,0.13571864+-0.14946744+-0.5790868,0.18939114+0.0024914162+0.09466949,0.61327124,493,1722.786386083
0.1338911+-0.17563857+-0.5992941,0.13574004+-0.14991307+-0.57934856,0.18927337+0.0025089055+0.09471774,0.61363184,494,1722.819728541
0.13395633+-0.17558569+-0.5993057,0.13558467+-0.15106282+-0.5814745,0.18924418+0.0025102673+0.094735764,0.61588615,495,1722.85307325
0.13395385+-0.17557259+-0.59930646,0.13546826+-0.15167956+-0.5825781,0.18921764+0.0025076277+0.09475197,0.617054,496,1722.886416416
0.133964+-0.17552258+-0.5993151,0.13528173+-0.15261382+-0.5839048,0.18915975+0.0025400284+0.0947574,0.6184957,497,1722.919759
0.1339993+-0.17542927+-0.59931976,0.13516262+-0.1532566+-0.58442616,0.18912016+0.0025588693+0.09476893,0.61912066,498,1722.953103375
0.1340281+-0.17539178+-0.59932274,0.13530315+-0.15368868+-0.58559585,0.18908367+0.0025749316+0.09478478,0.6203625,499,1722.9864465
0.13406497+-0.17534463+-0.5993324,0.13567743+-0.1540025+-0.5876351,0.1890401+0.0026118576+0.09479734,0.6224469,500,1723.019790166
0.13410416+-0.17531338+-0.5993352,0.1358464+-0.15442988+-0.5889986,0.18900049+0.002634568+0.094820194,0.62387675,501,1723.053133125
0.13415982+-0.17528535+-0.5993368,0.13585818+-0.1546792+-0.5894466,0.18896037+0.002647829+0.094843134,0.62436396,502,1723.086476791
0.134173+-0.17526193+-0.59931993,0.13582513+-0.15520927+-0.5901526,0.18893197+0.0026600554+0.09485355,0.62515473,503,1723.119819208
0.13415556+-0.17521244+-0.59932554,0.13578656+-0.15575194+-0.59082115,0.18890539+0.0026584452+0.09485879,0.62591237,504,1723.153162333
0.13413572+-0.17517263+-0.5993217,0.13577504+-0.1560224+-0.59116936,0.18888831+0.0026570559+0.09486396,0.6263059,505,1723.186506583
0.13409488+-0.17516275+-0.59930485,0.13576236+-0.15655214+-0.5918917,0.18909574+0.0026352368+0.09474354,0.62711704,506,1723.219850291
0.13413617+-0.17534398+-0.5991587,0.13575335+-0.15707183+-0.5926298,0.18913642+0.0026356913+0.094725,0.62794155,507,1723.253192541
0.1341591+-0.17541668+-0.5991032,0.13585004+-0.15656126+-0.59231794,0.18915659+0.0026441049+0.094719656,0.6275406,508,1723.286535916
0.13416238+-0.17544602+-0.59907746,0.13605927+-0.15506609+-0.59100527,0.1891814+0.0026518982+0.09469573,0.6259751,509,1723.319891916
0.13413668+-0.17550577+-0.5990307,0.13618726+-0.15447928+-0.59063846,0.189198+0.0026628124+0.09468222,0.62551147,510,1723.353223416
0.1341694+-0.17555594+-0.5989723,0.13622208+-0.15449262+-0.5907666,0.18921475+0.0026714485+0.09466751,0.6256434,511,1723.386566208
0.1342311+-0.17562452+-0.59885705,0.13592306+-0.15484232+-0.5904861,0.18918015+0.002665529+0.09467301,0.6253999,512,1723.419909666
0.13424557+-0.17562813+-0.5988169,0.13338387+-0.15575929+-0.5851356,0.1891903+0.0026698383+0.09466636,0.6200289,513,1723.453252958
0.13424195+-0.17566176+-0.598788,0.13208176+-0.1562162+-0.5823891,0.18920738+0.0026706578+0.094653375,0.6172732,514,1723.486595375
0.13416882+-0.17561786+-0.5988733,0.1305393+-0.15687495+-0.57934153,0.1892212+0.002664077+0.09464881,0.61423683,515,1723.519939125
0.13416882+-0.17561786+-0.5988733,0.12996098+-0.15730976+-0.5785037,0.18923771+0.002655685+0.094649,0.6134352,516,1723.553282916
0.13416885+-0.17563531+-0.5988893,0.1309434+-0.15463626+-0.5791088,0.18925935+0.0026492188+0.094651334,0.6135352,517,1723.586625958
0.13416742+-0.17567153+-0.59888726,0.1331755+-0.14892477+-0.5804653,0.18928687+0.0026498474+0.0946505,0.61388457,518,1723.619969791
0.13419329+-0.17570335+-0.59887886,0.13424803+-0.1457245+-0.580944,0.18931402+0.0026524924+0.094643705,0.613803,519,1723.653312583
0.13417748+-0.17573522+-0.5988726,0.13440602+-0.14498466+-0.58090925,0.18933898+0.0026503112+0.09463103,0.6136294,520,1723.686656
0.13417567+-0.17577605+-0.598856,0.13458642+-0.1437989+-0.5806982,0.18932614+0.0026768148+0.09469174,0.61319,521,1723.719999041
0.13422132+-0.17578465+-0.59890795,0.1357813+-0.14014608+-0.58088446,0.1893421+0.0026846917+0.09471405,0.612784,522,1723.753342625
0.13422132+-0.17578465+-0.59890795,0.13643137+-0.13820297+-0.581007,0.18936047+0.0026888102+0.09472994,0.61260325,523,1723.7866855
0.13413091+-0.1757815+-0.5990449,0.13728651+-0.1353994+-0.58109087,0.18925694+0.0026992718+0.09476044,0.61224765,524,1723.820029
0.13408671+-0.17568941+-0.5991,0.13773504+-0.13362187+-0.58101076,0.18923536+0.0027059342+0.094765656,0.61188173,525,1723.853373291
0.13405249+-0.17568359+-0.5991142,0.13728634+-0.13369925+-0.5815271,0.18921939+0.0027242573+0.094773084,0.6122882,526,1723.886716125
0.13407522+-0.17571734+-0.5991077,0.13605063+-0.13529262+-0.58267003,0.1891523+0.0026950715+0.09471156,0.6134478,527,1723.920060916
0.13407938+-0.17571418+-0.5990215,0.13548118+-0.13548352+-0.58325964,0.18912819+0.0026985947+0.094696134,0.613924,528,1723.953404375
0.13407956+-0.17566727+-0.5990341,0.13542672+-0.13511199+-0.5833679,0.18910472+0.0027114926+0.09468121,0.61393297,529,1723.986746625
0.13407423+-0.17562395+-0.59903514,0.13550489+-0.1340074+-0.5834348,0.18910462+0.00271218+0.09466792,0.61377174,530,1724.020089875
0.13407423+-0.17562395+-0.59903514,0.1356247+-0.13285471+-0.5834723,0.18909605+0.0027154097+0.094656706,0.6135832,531,1724.053433
0.13411461+-0.1754731+-0.5990112,0.13566831+-0.13231158+-0.5835031,0.18908624+0.0027218487+0.09464034,0.61350477,532,1724.086775875
0.13415012+-0.17544201+-0.5989895,0.13571854+-0.13126379+-0.58358985,0.18909982+0.0026841562+0.09464415,0.6133733,533,1724.120118666
0.13412315+-0.17547359+-0.5989815,0.13574843+-0.13023116+-0.58369124,0.18910863+0.0026760686+0.09462079,0.6132563,534,1724.153462541
0.13411668+-0.1754813+-0.59896487,0.13482982+-0.13285145+-0.58563995,0.18911853+0.0026784276+0.09458343,0.6154695,535,1724.186805291
0.13411978+-0.17551573+-0.59892434,0.13296908+-0.13900493+-0.58934325,0.18911123+0.0026660282+0.09458028,0.6199424,536,1724.220149291
0.13407959+-0.17549908+-0.5989273,0.13189593+-0.14199051+-0.5914025,0.18912347+0.0026725298+0.09456373,0.62234616,537,1724.253492333
0.13409242+-0.17551504+-0.59889734,0.1316324+-0.14242029+-0.59188884,0.18913908+0.0026784828+0.0945407,0.6228507,538,1724.286835958
0.13406278+-0.17554645+-0.5988649,0.1313738+-0.142912+-0.59057283,0.18911219+0.0026717186+0.09460713,0.62165844,539,1724.32017925
0.13405548+-0.17549208+-0.59892213,0.13146122+-0.14397602+-0.58699024,0.18910486+0.002668552+0.094610445,0.6185214,540,1724.353521833
0.13407159+-0.17548934+-0.59889686,0.13144255+-0.14441721+-0.58589804,0.18909855+0.0026642522+0.09460474,0.617584,541,1724.386864916
0.13407837+-0.17546147+-0.59886813,0.13126892+-0.14504758+-0.58511925,0.18911386+0.0026469054+0.09463731,0.6169561,542,1724.420209708
0.13408834+-0.17550659+-0.5988532,0.13102601+-0.14549829+-0.5851879,0.18912171+0.0026531161+0.09464611,0.61707574,543,1724.453562541
0.13414587+-0.17553744+-0.5988361,0.1312644+-0.14597136+-0.5857895,0.18912984+0.0026729275+0.09465059,0.61780846,544,1724.4868955
0.1341831+-0.17552009+-0.5988161,0.13197045+-0.14651239+-0.58672756,0.18912897+0.0026601162+0.09465811,0.61897606,545,1724.52023975
0.13417949+-0.1754798+-0.5988008,0.1322725+-0.14703085+-0.5871961,0.1891351+0.002678587+0.094671875,0.6196074,546,1724.553582166
0.13417949+-0.1754798+-0.5988008,0.13229564+-0.1472825+-0.5872861,0.1891504+0.0026986413+0.09469184,0.6197574,547,1724.586926791
0.13424201+-0.1755041+-0.5987944,0.13197441+-0.14769246+-0.5873421,0.18917112+0.002719063+0.09470595,0.6198395,548,1724.620269166
0.13432406+-0.1754877+-0.59872496,0.12885155+-0.14734888+-0.5872487,0.18919687+0.0027380632+0.09472582,0.61901164,549,1724.653612916
0.13432406+-0.1754877+-0.59872496,0.12805706+-0.14732014+-0.5872552,0.18922205+0.0027593104+0.09475747,0.6188461,550,1724.686956166
0.13436194+-0.17557615+-0.5987514,0.1271301+-0.14751944+-0.5873429,0.18918861+0.0027004804+0.09474567,0.6187857,551,1724.72030025
0.13429457+-0.17552839+-0.5986959,0.12661193+-0.14788799+-0.5874704,0.1891927+0.002681719+0.094758436,0.61888844,552,1724.7536425
0.13429457+-0.17552839+-0.5986959,0.12763534+-0.14799759+-0.5880288,0.18921651+0.0026687253+0.09477558,0.6196547,553,1724.786985416
0.13424282+-0.17564568+-0.5988865,0.13010092+-0.14780606+-0.5889945,0.18917641+0.002612354+0.094678506,0.62103736,554,1724.8203325
0.13411254+-0.17558594+-0.5988443,0.1312873+-0.14784668+-0.5895757,0.18919238+0.0025939383+0.09464945,0.6218476,555,1724.85367275
0.13408221+-0.17562127+-0.59883296,0.13145679+-0.14794521+-0.5897389,0.18922026+0.0025773318+0.09462633,0.6220616,556,1724.887016333
0.1340409+-0.17568986+-0.59888,0.1314778+-0.14819649+-0.5899646,0.18920732+0.0025864774+0.09462987,0.62233984,557,1724.920363083
0.13401823+-0.1756838+-0.5989016,0.13145123+-0.1484462+-0.59017617,0.189218+0.002579297+0.094617315,0.62259424,558,1724.95370275
