peerPosAR,peerPosNI,MyPos,Time
0.32931462+-0.1522803+-0.4817984,0.26205733+0.009768811+-0.68899864,0.0058763535+0.17667598+0.08525844,921
0.3293126+-0.15223394+-0.48173803,0.26205733+0.009768811+-0.68899864,0.0058652856+0.17667644+0.08527514,922
0.3293153+-0.15222043+-0.48171052,0.26292333+0.009735806+-0.68860483,0.00586577+0.17667927+0.08528506,923
0.32932177+-0.15221474+-0.4816876,0.26696688+0.010229523+-0.6867593,0.0058692475+0.17668293+0.085292965,924
0.32933077+-0.15221141+-0.481668,0.27264768+0.010944807+-0.6841153,0.0058704196+0.17668788+0.08530041,925
0.3293413+-0.15220736+-0.4816496,0.2775319+0.011478068+-0.6817848,0.00587144+0.17669424+0.08530853,926
0.3293514+-0.15220298+-0.48162472,0.28082755+0.011712277+-0.68014324,0.0058733346+0.17670202+0.08531831,927
0.32936084+-0.15220068+-0.481594,0.28082755+0.011712277+-0.68014324,0.0058773225+0.17670943+0.085331544,928
0.3293718+-0.15219857+-0.48156494,0.28263324+0.011679052+-0.67916113,0.0058826944+0.17671853+0.085344605,929
0.3293868+-0.15219669+-0.48154175,0.28339112+0.0114640035+-0.6786485,0.0058884514+0.17673036+0.08535723,930
0.32940137+-0.15219453+-0.4815098,0.2835678+0.01115188+-0.6783996,0.0058923573+0.17674243+0.085371144,931
0.3294188+-0.15219265+-0.48148057,0.2859147+0.015442947+-0.67745495,0.0058944505+0.17675504+0.08538406,932
0.32943815+-0.15218663+-0.48145384,0.28850067+0.02034136+-0.6765899,0.0058921752+0.17676866+0.08539662,933
0.32945812+-0.15217304+-0.481426,0.28850067+0.02034136+-0.6765899,0.005887511+0.17678341+0.085409135,934
0.32947594+-0.15216091+-0.4813972,0.29089496+0.024698485+-0.67575794,0.0058833184+0.17679797+0.08542157,935
0.329495+-0.15214726+-0.4813731,0.2927577+0.02784686+-0.6750516,0.0058816825+0.17681032+0.08543335,936
0.32951105+-0.15213767+-0.48134765,0.2940959+0.029842356+-0.6744733,0.0058787707+0.1768224+0.08544342,937
0.32952783+-0.15212563+-0.4813238,0.29505312+0.031018877+-0.67398965,0.005874478+0.17683487+0.08545338,938
0.3295473+-0.15210944+-0.48130235,0.29578644+0.031732753+-0.67356384,0.005835046+0.176861+0.08551701,939
0.32958567+-0.1520589+-0.4812342,0.29578644+0.031732753+-0.67356384,0.0058193454+0.17687112+0.08554206,940
0.3296059+-0.15203606+-0.48120174,0.29551506+0.031834774+-0.6742946,0.0058110626+0.17687765+0.085556164,941
0.32962388+-0.15201904+-0.48118383,0.29322988+0.03098306+-0.67750925,0.005804528+0.17688362+0.08556679,942
0.32963774+-0.15200539+-0.48116118,0.28985122+0.0296644+-0.6820733,0.005797627+0.1768909+0.0855757,943
0.32965517+-0.15199432+-0.4811448,0.28690326+0.028601255+-0.68608356,0.0057899607+0.17689931+0.085584655,944
0.32965517+-0.15199432+-0.4811448,0.284901+0.028024396+-0.6889029,0.00577909+0.17690827+0.08559289,945
0.32965517+-0.15199432+-0.4811448,0.284901+0.028024396+-0.6889029,0.005766521+0.1769154+0.08560332,946
0.32965517+-0.15199432+-0.4811448,0.28380236+0.027899366+-0.69058937,0.0057534194+0.17692338+0.08561458,947
0.32971382+-0.15191397+-0.4810655,0.28334558+0.028089102+-0.691473,0.0057394737+0.17693225+0.085626446,948
0.32969314+-0.15193015+-0.48111254,0.2832486+0.028449887+-0.691907,0.0057252897+0.17694108+0.08563677,949
0.32968634+-0.15192896+-0.48112726,0.28446075+0.027335983+-0.68927586,0.005713916+0.17694859+0.085645825,950
0.3296957+-0.15192401+-0.48113367,0.2856496+0.025679678+-0.6862998,0.0057154032+0.17692058+0.085649975,951
0.32967263+-0.1519241+-0.48113185,0.2856496+0.025679678+-0.6862998,0.005713493+0.17691334+0.08565633,952
0.3296706+-0.15192339+-0.4811262,0.28668073+0.024216743+-0.6837541,0.005709253+0.17691259+0.08566302,953
0.32967255+-0.15191817+-0.48111668,0.2874145+0.023210531+-0.6820445,0.0057069594+0.17691338+0.08567256,954
0.32967764+-0.15191534+-0.48110855,0.28787053+0.022644756+-0.6811144,0.0057057636+0.1769145+0.085682526,955
0.3296836+-0.15190858+-0.48109895,0.28812712+0.022395754+-0.68073195,0.005704335+0.17691524+0.08569249,956
0.3296885+-0.15189956+-0.48108566,0.2882674+0.02232735+-0.680655,0.005688916+0.17690521+0.08569279,957
0.32968315+-0.15187445+-0.48108178,0.2882674+0.02232735+-0.680655,0.0056855218+0.17690493+0.085696734,958
0.3296865+-0.15186256+-0.4810727,0.28835788+0.022334084+-0.6807008,0.0056875898+0.17691027+0.08570008,959
0.32969368+-0.15186076+-0.4810633,0.28844437+0.022353789+-0.6807586,0.005690635+0.1769191+0.085705236,960
0.329707+-0.1518609+-0.48105645,0.28854892+0.022360725+-0.6807786,0.0056962008+0.17692758+0.08571262,961
0.32971805+-0.15186669+-0.48104608,0.28867653+0.022351516+-0.6807499,0.005703013+0.17693774+0.08572057,962
0.32972923+-0.15186976+-0.48103616,0.28882274+0.022330737+-0.6806812,0.005660862+0.17689736+0.08570566,963
0.32969102+-0.15182456+-0.48105067,0.28882274+0.022330737+-0.6806812,0.0056493664+0.17688534+0.08569803,964
0.329681+-0.15181242+-0.48105803,0.28897992+0.022302518+-0.68058735,0.0056456616+0.17688444+0.08569486,965
0.3296836+-0.15180182+-0.4810632,0.28914243+0.022270188+-0.68048096,0.0056447005+0.17688762+0.08569106,966
0.32971358+-0.15183268+-0.48111323,0.2893078+0.022236995+-0.68037003,0.0056449296+0.17689352+0.0856881,967
0.3297323+-0.1518525+-0.4811405,0.28959286+0.022594389+-0.68062454,0.0056448886+0.17689729+0.08568341,968
0.3297374+-0.15185879+-0.48115027,0.28970757+0.023000982+-0.6810112,0.0056001777+0.17691584+0.08570963,969
0.32975796+-0.15181828+-0.48113242,0.28970757+0.023000982+-0.6810112,0.0055855447+0.17692551+0.08571389,970
0.32976735+-0.15181111+-0.48113078,0.2898253+0.023353286+-0.68134034,0.005581324+0.17693141+0.085711345,971
0.32977748+-0.15180862+-0.4811421,0.28995132+0.023594564+-0.68154925,0.0055802586+0.17693385+0.08570832,972
0.3297542+-0.15178262+-0.4811437,0.29008505+0.023730882+-0.68164456,0.005580115+0.17693701+0.08570482,973
0.3297432+-0.15177663+-0.48114565,0.29022652+0.023793252+-0.68165874,0.005581874+0.1769409+0.08570046,974
0.3297442+-0.15177783+-0.4811484,0.29022652+0.023793252+-0.68165874,0.005520471+0.17695904+0.08574991,975
0.32976788+-0.15171579+-0.48110586,0.2903756+0.023814943+-0.6816262,0.0054963646+0.1769659+0.08576188,976
0.3297781+-0.15169264+-0.4810969,0.29010186+0.02358598+-0.6814923,0.00548433+0.1769679+0.085761175,977
0.32978323+-0.15168245+-0.4811023,0.28889343+0.022842892+-0.68117803,0.0054781577+0.17696826+0.08575543,978
0.3297825+-0.15168007+-0.48110682,0.2871769+0.021828441+-0.6807761,0.005475898+0.17696814+0.08574708,979
0.32978222+-0.15168051+-0.48111704,0.28566995+0.020938085+-0.68042916,0.0054739183+0.1769683+0.08573875,980
0.3297844+-0.15167902+-0.48112953,0.28461128+0.020299483+-0.6801814,0.0054270336+0.1769587+0.08576252,981
0.3297761+-0.15163596+-0.48110795,0.28461128+0.020299483+-0.6801814,0.0054151965+0.17695446+0.085769154,982
0.32977557+-0.15162411+-0.48110142,0.2839808+0.019895911+-0.68002355,0.005412699+0.17695443+0.08577086,983
0.32977596+-0.15162489+-0.4810937,0.28365558+0.019657036+-0.679927,0.005415094+0.17695628+0.08577071,984
0.3297805+-0.15162644+-0.48109406,0.28350303+0.019510271+-0.6798634,0.005419374+0.17695731+0.08577268,985
0.32978085+-0.15163301+-0.48109052,0.2842369+0.020173086+-0.6838201,0.0054254145+0.17695794+0.08577366,986
0.32978007+-0.1516409+-0.48108643,0.2850661+0.020977885+-0.6879951,0.0053676153+0.1769777+0.08580774,987
0.3298003+-0.1515802+-0.48105502,0.2850661+0.020977885+-0.6879951,0.0053501246+0.176982+0.085820146,988
0.32980257+-0.15156488+-0.4810441,0.28575394+0.02166768+-0.6916727,0.00534775+0.1769808+0.085823916,989
0.32980046+-0.1515686+-0.48104274,0.28618485+0.0221242+-0.6943171,0.005350989+0.17697908+0.08582583,990
0.3297985+-0.15155612+-0.4810161,0.28637955+0.02236238+-0.6959863,0.0053541423+0.17697522+0.08582563,991
0.3297987+-0.15154584+-0.48100778,0.28641102+0.022448426+-0.69696677,0.005357512+0.17696913+0.085822456,992
0.3297967+-0.1515503+-0.48101473,0.2863555+0.022452615+-0.6975619,0.0053616827+0.17696321+0.0858194,993
0.3297935+-0.15155241+-0.48101893,0.2863555+0.022452615+-0.6975619,0.005365162+0.17695668+0.0858176,994
0.32978883+-0.15155251+-0.48102126,0.28639403+0.022713367+-0.69749886,0.00537105+0.17695013+0.085815415,995
0.32978356+-0.15155761+-0.48102218,0.28670743+0.023603436+-0.6963173,0.0053772205+0.17694414+0.085813105,996
0.3297805+-0.15156667+-0.4810293,0.28718752+0.024853967+-0.69458115,0.005383641+0.17693906+0.08581313,997
0.3297764+-0.1515747+-0.4810292,0.28763244+0.025985073+-0.69314784,0.005389719+0.17693628+0.0858117,998
0.32977733+-0.15158395+-0.48103523,0.28797007+0.026827402+-0.6922889,0.0053570033+0.17695722+0.08584693,999
0.32980412+-0.15154678+-0.48100418,0.28797007+0.026827402+-0.6922889,0.0053473026+0.17696181+0.08586063,1000
0.32981303+-0.1515375+-0.48099238,0.28819597+0.027388375+-0.69196314,0.00534349+0.17696221+0.08586812,1001
0.32981843+-0.1515366+-0.48098996,0.28833643+0.02774757+-0.69201034,0.005342698+0.17695911+0.08587341,1002
0.32981965+-0.15153354+-0.48098627,0.28842658+0.027992388+-0.6922634,0.005345438+0.17695639+0.08587797,1003
0.32982287+-0.15153241+-0.48098418,0.28834987+0.028400237+-0.6911389,0.0053499276+0.176957+0.08588109,1004
0.329833+-0.1515387+-0.48097798,0.28820288+0.028625142+-0.6895763,0.005312125+0.17697236+0.0859369,1005
0.3298545+-0.1515014+-0.48092556,0.28820288+0.028625142+-0.6895763,0.0053039314+0.17697863+0.08595631,1006
0.3298655+-0.15149781+-0.48091036,0.28809133+0.02886926+-0.68819815,0.005304699+0.17698494+0.085964076,1007
0.3298752+-0.15150101+-0.48090342,0.28804085+0.02912954+-0.68725127,0.0053080143+0.17699166+0.085966036,1008
0.3298865+-0.1515118+-0.48090482,0.28804255+0.029401261+-0.6867225,0.0053156884+0.17699872+0.085965216,1009
0.32989952+-0.151524+-0.48090625,0.2880761+0.029678648+-0.68649465,0.005323565+0.17700487+0.085965075,1010
0.32991064+-0.15153721+-0.48090413,0.28812644+0.029955607+-0.6864374,0.0053283824+0.17701007+0.08596535,1011
0.3299197+-0.15154845+-0.48090374,0.28812644+0.029955607+-0.6864374,0.005332331+0.17701657+0.085964896,1012
0.32992846+-0.15156104+-0.48090398,0.28818697+0.0302298+-0.68644935,0.005334754+0.17702296+0.08596494,1013
0.32993156+-0.15155138+-0.48088717,0.28825504+0.030504897+-0.6864684,0.0053359596+0.17702764+0.08596615,1014
0.32993716+-0.15155144+-0.48088604,0.28832933+0.030785106+-0.6864662,0.0053366837+0.17703201+0.085970156,1015
0.3299427+-0.15154697+-0.48087996,0.28840682+0.031069532+-0.68643725,0.005337675+0.17703722+0.085973345,1016
0.3299483+-0.15154794+-0.48087594,0.28848377+0.031354833+-0.6863871,0.0052717687+0.17705047+0.08600883,1017
0.32996172+-0.15148525+-0.48084283,0.28848377+0.031354833+-0.6863871,0.0052531743+0.17706017+0.08601621,1018
0.32996947+-0.15147275+-0.48083597,0.2885608+0.031639554+-0.68632305,0.005247545+0.17706636+0.08601653,1019
0.32997468+-0.1514718+-0.48083615,0.28864086+0.031923465+-0.68625057,0.0052432385+0.17707251+0.086013585,1020
0.32998225+-0.1514714+-0.48084566,0.28872517+0.032207057+-0.6861739,0.005240188+0.17708026+0.086011924,1021
0.3299886+-0.15147333+-0.48084933,0.2887617+0.02952953+-0.6830188,0.005236639+0.1770885+0.08601078,1022
0.32999465+-0.151474+-0.4808551,0.288705+0.026428502+-0.67982745,0.005199971+0.17711872+0.08605985,1023
0.330024+-0.15143956+-0.48081613,0.288705+0.026428502+-0.67982745,0.0051886593+0.17713647+0.08607489,1024
0.33003715+-0.15143502+-0.4808045,0.28866476+0.023716735+-0.6770173,0.005182654+0.17715122+0.08607586,1025
0.33004966+-0.15143277+-0.4808109,0.28866085+0.0218218+-0.67498344,0.005177359+0.17716281+0.08607207,1026
0.33005512+-0.15143141+-0.48081237,0.2886902+0.020698154+-0.6736801,0.0051718047+0.17717242+0.08606643,1027
0.3300646+-0.1514302+-0.48082313,0.2887415+0.020121185+-0.6728919,0.0051663914+0.17718074+0.08605952,1028
0.3300717+-0.15143153+-0.48083135,0.28880814+0.019854786+-0.67238885,0.005108836+0.17719753+0.08612102,1029
0.33008975+-0.15137796+-0.48077425,0.28880814+0.019854786+-0.67238885,0.0050839796+0.17720473+0.086135045,1030
0.33009586+-0.15136637+-0.4807637,0.2889865+0.01969944+-0.6723598,0.005066518+0.1772089+0.08613773,1031
0.3301121+-0.15135199+-0.4807874,0.28938827+0.019519532+-0.6731336,0.0050503504+0.17721081+0.08613581,1032
0.33011842+-0.15133469+-0.48079798,0.28990448+0.019280074+-0.6742994,0.0050346972+0.17721099+0.08613408,1033
0.33011797+-0.15132272+-0.4807984,0.29036292+0.019001113+-0.6752356,0.0050173025+0.17720978+0.0861323,1034
0.33011648+-0.15131462+-0.48079923,0.29070985+0.018704874+-0.67574674,0.00498275+0.17721723+0.0861866,1035
0.33012697+-0.15127784+-0.4807443,0.29070985+0.018704874+-0.67574674,0.0049639675+0.1772131+0.08620005,1036
0.33012697+-0.15127784+-0.4807443,0.29095268+0.018408941+-0.6758668,0.00494722+0.17720528+0.08620032,1037
0.33010948+-0.1512033+-0.4807731,0.29112154+0.018121356+-0.6757158,0.004929392+0.17719525+0.086196646,1038
0.33010048+-0.1511639+-0.4807991,0.29125094+0.017842049+-0.6754155,0.004914044+0.17718399+0.08619414,1039
0.33008954+-0.1511372+-0.48080567,0.28549773+0.01661812+-0.67721355,0.004898852+0.17717475+0.08619183,1040
0.3300797+-0.15111746+-0.48080662,0.27933294+0.015631977+-0.6795163,0.0049045444+0.17719771+0.08624063,1041
0.33010396+-0.15111427+-0.48075423,0.27933294+0.015631977+-0.6795163,0.0049039656+0.17719892+0.08625926,1042
0.33010742+-0.15110603+-0.4807345,0.2738315+0.014711759+-0.68156433,0.0049012667+0.17719503+0.086269744,1043
0.33015528+-0.15111902+-0.4807752,0.26979363+0.013947121+-0.683014,0.0048983+0.17719106+0.08627873,1044
0.3301763+-0.15111715+-0.4807869,0.2671583+0.013335055+-0.68388367,0.004895677+0.17718531+0.086286016,1045
0.33017907+-0.15111032+-0.48078132,0.26552376+0.012832215+-0.6843368,0.004890721+0.17718007+0.08629146,1046
0.33017686+-0.15110263+-0.48077235,0.26445454+0.012388664+-0.68455297,0.00487947+0.17722797+0.0863426,1047
0.33022907+-0.15108348+-0.48072106,0.26445454+0.012388664+-0.68455297,0.004872764+0.17724343+0.08635935,1048
0.33025017+-0.15107079+-0.48070833,0.26477173+0.012304626+-0.6841739,0.0048645744+0.17724961+0.086367354,1049
0.3302598+-0.15105318+-0.48069963,0.26765946+0.012963857+-0.6826871,0.004855105+0.17725457+0.08637339,1050
0.33026722+-0.15103656+-0.4806962,0.27189055+0.014023689+-0.6806193,0.004844938+0.17725767+0.086376645,1051
0.33027422+-0.15101786+-0.48069772,0.27550516+0.014918331+-0.6788137,0.0048370184+0.17726061+0.08637906,1052
0.33027422+-0.15101786+-0.48069772,0.27785882+0.015464321+-0.67754835,0.004803176+0.17725599+0.08636968,1053
0.33027786+-0.15095305+-0.48070487,0.27785882+0.015464321+-0.67754835,0.004792157+0.1772516+0.08636532,1054
0.33027294+-0.15093191+-0.48070687,0.27902925+0.015681736+-0.67679065,0.004789038+0.17724738+0.08636196,1055
0.33026928+-0.15091853+-0.48071063,0.27937034+0.015665941+-0.6763892,0.004788439+0.17724307+0.086357795,1056
0.33026814+-0.15091065+-0.48071915,0.27925232+0.015518039+-0.67618525,0.0047869375+0.17723964+0.08635112,1057
0.3302671+-0.15090327+-0.48073074,0.27905002+0.014934673+-0.67508274,0.004785909+0.17723686+0.086341165,1058
0.33026218+-0.15089975+-0.4807394,0.27921876+0.014556797+-0.67404515,0.004719521+0.17724736+0.08635627,1059
0.33027574+-0.150823+-0.48072943,0.27921876+0.014556797+-0.67404515,0.0046965024+0.1772495+0.086358406,1060
0.33027834+-0.15079232+-0.4807272,0.27940652+0.01421262+-0.6730788,0.00468384+0.17724873+0.08635792,1061
0.33027214+-0.15080525+-0.48073122,0.27955046+0.013923389+-0.67230004,0.004674439+0.17724846+0.08635341,1062
0.33027005+-0.15080155+-0.48073843,0.27963892+0.0136846425+-0.6717055,0.0046667503+0.17724817+0.086348265,1063
0.33026654+-0.15079105+-0.4807414,0.27968052+0.013482229+-0.6712445,0.004661965+0.1772477+0.08634513,1064
0.3302642+-0.15078406+-0.48074508,0.27969053+0.013299882+-0.6708606,0.0046603032+0.17724901+0.08634049,1065
0.3302646+-0.15078032+-0.48075697,0.27969053+0.013299882+-0.6708606,0.004659199+0.17724873+0.086334646,1066
0.33025998+-0.15078014+-0.4807691,0.27968222+0.013122907+-0.67051023,0.0046613+0.17724942+0.08632838,1067
0.33025458+-0.15077715+-0.48077807,0.27966368+0.012943542+-0.6701675,0.0046656528+0.17725205+0.08632063,1068
0.33024862+-0.15077291+-0.4807837,0.2796396+0.012761806+-0.66982013,0.004670354+0.17725787+0.08631243,1069
0.33024862+-0.15077291+-0.4807837,0.27961326+0.01258013+-0.6694644,0.004674366+0.17726365+0.08630476,1070
0.33024028+-0.15076931+-0.4808054,0.2795873+0.01240005+-0.66910064,0.004678125+0.17727207+0.08629569,1071
0.33024013+-0.15076621+-0.4808192,0.2795873+0.01240005+-0.66910064,0.004683832+0.17728002+0.086284764,1072
0.33024183+-0.15076175+-0.48083654,0.27956536+0.0122219585+-0.6687301,0.0046885917+0.17728887+0.086273275,1073
0.33024243+-0.1507579+-0.48085177,0.2795503+0.012042899+-0.66835415,0.0046931626+0.1773003+0.08625911,1074
0.33024594+-0.15075202+-0.48087108,0.27953872+0.011856944+-0.667976,0.004699354+0.17731035+0.08624255,1075
0.33024544+-0.15075041+-0.48089352,0.28179327+0.014309735+-0.67071396,0.0047053946+0.17732148+0.086227514,1076
0.33024344+-0.15074499+-0.48091224,0.28415456+0.017079052+-0.67396384,0.004641361+0.17735668+0.08624198,1077
0.33026436+-0.15066667+-0.48090458,0.28415456+0.017079052+-0.67396384,0.004626227+0.17737715+0.08624038,1078
0.3302688+-0.1506422+-0.48091117,0.28623366+0.019506365+-0.67676854,0.004625193+0.17739332+0.086231716,1079
0.3302555+-0.15066141+-0.48092464,0.28772664+0.021213926+-0.67866474,0.004626988+0.17740828+0.08622016,1080
0.33024842+-0.15067017+-0.48094076,0.28866503+0.022240967+-0.679707,0.004630747+0.17742409+0.08620751,1081
0.33024633+-0.1506754+-0.48095742,0.28921065+0.022787536+-0.6801485,0.0046346793+0.17744043+0.0861921,1082
0.3302443+-0.15067452+-0.4809693,0.28953525+0.023064531+-0.6802563,0.0045547886+0.17742842+0.08633092,1083
0.33022228+-0.1505824+-0.48083588,0.28953525+0.023064531+-0.6802563,0.0045297802+0.17742802+0.08637992,1084
0.3302085+-0.15054719+-0.4807916,0.28865823+0.02277397+-0.6803202,0.004522168+0.17743209+0.08639963,1085
0.33006167+-0.1505781+-0.48077792,0.2853302+0.021465689+-0.680569,0.0045190477+0.1774361+0.08641052,1086
0.33000284+-0.15058942+-0.4807736,0.28069592+0.019641034+-0.6809729,0.004512875+0.17744227+0.086419076,1087
0.32998496+-0.15059142+-0.48077217,0.27663597+0.018084738+-0.68139493,0.004504916+0.1774502+0.086427115,1088
0.32998076+-0.1505882+-0.4807686,0.27377176+0.017048752+-0.6817742,0.004440873+0.17746793+0.08653708,1089
0.32999486+-0.15052144+-0.48066825,0.27377176+0.017048752+-0.6817742,0.004414742+0.17747352+0.08657716,1090
0.32999277+-0.15049335+-0.48063105,0.27203524+0.016491994+-0.6820977,0.0044000586+0.1774771+0.08659584,1091
0.3299456+-0.15055351+-0.48063177,0.2710927+0.016264351+-0.68237555,0.0043887882+0.17748077+0.08660782,1092
0.329932+-0.15057509+-0.4806272,0.2705938+0.016213948+-0.68262404,0.004378126+0.1774856+0.086618386,1093
0.3299339+-0.15057336+-0.4806186,0.27152798+0.01664304+-0.6809229,0.004366822+0.17749126+0.086629346,1094
0.3299406+-0.15056272+-0.4806018,0.2728093+0.017051795+-0.678892,0.004359231+0.17747921+0.08663104,1095
0.329931+-0.15055698+-0.48059598,0.2728093+0.017051795+-0.678892,0.0043491+0.17747912+0.086633205,1096
0.3299319+-0.15055062+-0.48058692,0.2738527+0.017389778+-0.6771193,0.0043391427+0.17748101+0.0866378,1097
0.3299401+-0.15053749+-0.48058057,0.27446017+0.017610123+-0.67589396,0.004330677+0.1774842+0.08664379,1098
0.32994798+-0.15052597+-0.48056832,0.27466884+0.017726218+-0.6751873,0.0043216376+0.17748888+0.08665074,1099
0.32994798+-0.15052597+-0.48056832,0.2746049+0.017774379+-0.6748459,0.0043125497+0.17749332+0.08665693,1100
0.329966+-0.15050761+-0.48053944,0.27439526+0.017788775+-0.67470753,0.0043235673+0.17747656+0.0866596,1101
0.32995254+-0.15051891+-0.48052448,0.27439526+0.017788775+-0.67470753,0.0043242006+0.17747396+0.0866637,1102
0.32995433+-0.1505137+-0.4805126,0.2740032+0.018216928+-0.6753692,0.0043206112+0.17747353+0.08666739,1103
0.3299566+-0.15051004+-0.48050135,0.27332395+0.019580202+-0.6776159,0.004315105+0.17747259+0.08667057,1104
0.32995826+-0.15050226+-0.48049048,0.27249923+0.021463163+-0.68069595,0.004310191+0.17747003+0.08667531,1105
0.3299567+-0.15049863+-0.48047778,0.27174267+0.023153093+-0.68339133,0.004306881+0.17746717+0.086681,1106
0.32995346+-0.15049152+-0.48046175,0.27112243+0.02440785+-0.685304,0.0043972884+0.17739418+0.08661747,1107
0.32987788+-0.15058379+-0.4805148,0.27112243+0.02440785+-0.685304,0.0044258316+0.17736903+0.08659724,1108
0.32985073+-0.1506138+-0.4805282,0.270632+0.025242312+-0.6864797,0.0044317325+0.17735659+0.0865911,1109
0.32983768+-0.1506222+-0.48053148,0.27023634+0.025775082+-0.68713546,0.0044330927+0.17734803+0.086590625,1110
0.32982704+-0.15062478+-0.48052317,0.2698953+0.026138807+-0.68750095,0.0044353814+0.17734016+0.08659422,1111
0.3298157+-0.15062442+-0.48050356,0.27141654+0.026047172+-0.68737227,0.0044372776+0.17733231+0.08659852,1112
0.32980743+-0.15062122+-0.4804869,0.27335578+0.025643319+-0.6869979,0.004440193+0.17732443+0.08660406,1113
0.32979682+-0.15063106+-0.48046982,0.27335578+0.025643319+-0.6869979,0.004442871+0.17731795+0.086609215,1114
0.32978976+-0.15063412+-0.4804534,0.275041+0.025341883+-0.6867379,0.004447754+0.17730978+0.08661477,1115
0.32978976+-0.15063412+-0.4804534,0.2761851+0.025231924+-0.6866674,0.004454372+0.17730038+0.08661958,1116
0.32974935+-0.15059803+-0.4805165,0.2768178+0.025297021+-0.6867652,0.0044645714+0.177291+0.08662427,1117
0.32973638+-0.1506017+-0.48051757,0.27709058+0.025483234+-0.6869769,0.004478232+0.17728385+0.086629875,1118
0.32972378+-0.15061468+-0.48050818,0.27709058+0.025483234+-0.6869769,0.0045178244+0.17725784+0.08660311,1119
0.32969007+-0.15065679+-0.4805283,0.27716413+0.025736181+-0.6872487,0.00453914+0.17724854+0.086595446,1120
0.32967386+-0.15068042+-0.4805296,0.27715576+0.02601391+-0.68754345,0.0045548086+0.17724656+0.08659321,1121
0.32966536+-0.15069345+-0.48052055,0.27713388+0.026290353+-0.6878406,0.0045667165+0.1772454+0.086589575,1122
0.3296564+-0.15070881+-0.48051226,0.27713314+0.026554562+-0.6881297,0.004579046+0.17724645+0.08658674,1123
0.32965288+-0.15071885+-0.48050702,0.27716514+0.026807088+-0.68840754,0.00459204+0.17724857+0.08658295,1124
0.329649+-0.15072654+-0.48049915,0.27722505+0.027054472+-0.688676,0.004607286+0.17725174+0.08657949,1125
0.3296451+-0.15074286+-0.48049456,0.27722505+0.027054472+-0.688676,0.0046231034+0.17725413+0.08657518,1126
0.3296382+-0.15076032+-0.48048946,0.27730167+0.027302625+-0.6889389,0.004639168+0.17725606+0.086569004,1127
0.3296303+-0.15078524+-0.480488,0.277385+0.027552925+-0.68919986,0.0046584224+0.1772581+0.08656119,1128
0.3296303+-0.15078524+-0.480488,0.27746734+0.027801871+-0.6894615,0.0046759886+0.17726025+0.086550355,1129
0.32961246+-0.1508285+-0.48048425,0.27884355+0.026062503+-0.6885318,0.0046946676+0.17726432+0.08653717,1130
0.3296039+-0.1508559+-0.48048934,0.28020102+0.02398273+-0.6872782,0.0047299312+0.17725024+0.08655887,1131
0.3295804+-0.15089718+-0.48045826,0.28020102+0.02398273+-0.6872782,0.0047510345+0.1772485+0.08655824,1132
0.3295804+-0.15089718+-0.48045826,0.28142315+0.022173962+-0.6862039,0.004768445+0.17725039+0.08654953,1133
0.3295804+-0.15089718+-0.48045826,0.2823456+0.02093298+-0.68550384,0.0047845733+0.17725359+0.086536884,1134
0.32958418+-0.15093422+-0.48047143,0.28297657+0.020230085+-0.6851592,0.0047973567+0.17725877+0.08652216,1135
0.3295821+-0.15094614+-0.4804885,0.28339347+0.019909786+-0.68506825,0.0048091286+0.1772638+0.086504914,1136
0.3295821+-0.15094614+-0.4804885,0.2836876+0.019805465+-0.68511987,0.004790451+0.17726184+0.08651831,1137
0.3295671+-0.15094732+-0.48048943,0.2836876+0.019805465+-0.68511987,0.004787752+0.1772683+0.086514235,1138
0.3295671+-0.15094732+-0.48048943,0.28393814+0.019523073+-0.68499297,0.0047901454+0.17727688+0.0865031,1139
0.32957184+-0.1509523+-0.48050243,0.28419462+0.018666847+-0.684358,0.0047926563+0.17728531+0.08648959,1140
0.32957414+-0.1509574+-0.48052132,0.28447226+0.01746781+-0.6834311,0.004794414+0.17729314+0.08647337,1141
0.32957396+-0.15096864+-0.4805402,0.2847685+0.016367283+-0.68260527,0.0047998624+0.17729843+0.086455666,1142
0.32957336+-0.15098332+-0.48056448,0.28507516+0.015521546+-0.68201613,0.004631031+0.17719403+0.08647278,1143
0.32946238+-0.15083106+-0.480568,0.28507516+0.015521546+-0.68201613,0.0045744376+0.17715372+0.08647827,1144
0.32946238+-0.15083106+-0.480568,0.2853855+0.014926791+-0.6816562,0.004552751+0.17713611+0.08647897,1145
0.32939997+-0.15076095+-0.48056778,0.28569886+0.014511712+-0.68145925,0.004541409+0.17712398+0.08647739,1146
0.32938313+-0.1507564+-0.48057467,0.28601617+0.014197452+-0.6813531,0.004531671+0.1771128+0.08647455,1147
0.3293655+-0.15075153+-0.48058096,0.2853656+0.012908993+-0.6780258,0.0045220596+0.1771029+0.08647223,1148
0.3293503+-0.15075009+-0.48059216,0.28434044+0.011841699+-0.67462033,0.004612171+0.17703335+0.08635404,1149
0.32927135+-0.15084772+-0.48070776,0.28434044+0.011841699+-0.67462033,0.004635057+0.17701347+0.08631448,1150
0.32924286+-0.15087715+-0.48074684,0.2834765+0.01083567+-0.67158663,0.004638695+0.17700814+0.08630039,1151
0.32922855+-0.15089324+-0.48076138,0.2829478+0.009990459+-0.6693523,0.0046370314+0.17700735+0.08629269,1152
0.32926735+-0.15089414+-0.48081714,0.2827334+0.009305147+-0.6678792,0.004634146+0.17700917+0.086288616,1153
