peerPosAR,peerPosNI,MyPos,Time
0.32836238+-0.15207763+-0.48120984,0.2728309+0.021055793+-0.6703983,0.005706238+0.17731842+0.08730191,1663
0.32839513+-0.15208499+-0.48121703,0.27282184+0.021160305+-0.6699644,0.0057152202+0.1773296+0.08730983,1664
0.32842562+-0.15209861+-0.48122066,0.27282938+0.021254553+-0.6694822,0.0057691624+0.17731349+0.08732269,1665
0.32842562+-0.15209861+-0.48122066,0.27282938+0.021254553+-0.6694822,0.005788396+0.17730735+0.087330036,1666
0.32844222+-0.15217827+-0.48121843,0.2728513+0.021344112+-0.6689672,0.0057980125+0.17730604+0.087340675,1667
0.32846314+-0.15219614+-0.48122627,0.27288416+0.02143343+-0.66843414,0.0058065476+0.17730337+0.087353185,1668
0.32848212+-0.15220955+-0.4812315,0.27292028+0.021523766+-0.6678952,0.0058140554+0.1772993+0.08736568,1669
0.32849824+-0.1522193+-0.48123232,0.27629608+0.022096638+-0.66983235,0.0058108517+0.17727382+0.087345146,1670
0.32849312+-0.15222013+-0.48126516,0.2798095+0.022687966+-0.6718692,0.005801891+0.17724146+0.08730638,1671
0.32848102+-0.15221451+-0.48131284,0.2798095+0.022687966+-0.6718692,0.0058021424+0.1772297+0.08729916,1672
0.32849547+-0.15222158+-0.48133662,0.28291014+0.023218624+-0.67359424,0.005803867+0.1772242+0.08730236,1673
0.32851782+-0.1522272+-0.48134962,0.28515187+0.023625983+-0.6746781,0.005809776+0.17722014+0.08730928,1674
0.32854137+-0.15223625+-0.4813603,0.2865833+0.023918977+-0.6751571,0.0058158846+0.17721775+0.087319,1675
0.32856283+-0.15224667+-0.48136505,0.28744557+0.024130424+-0.67520857,0.005821478+0.17721671+0.08732822,1676
0.3285867+-0.15226142+-0.48137453,0.28799233+0.024292307+-0.67502105,0.005804342+0.1772182+0.087317206,1677
0.32861394+-0.15224543+-0.4814036,0.28774902+0.023733025+-0.6747097,0.0058043166+0.1772176+0.08731868,1678
0.32864106+-0.15224966+-0.48142406,0.28603357+0.021644235+-0.674333,0.0058118077+0.17721657+0.0873245,1679
0.32866603+-0.152259+-0.48143563,0.28355664+0.018735312+-0.6739653,0.00582221+0.17721365+0.08733017,1680
0.32869145+-0.1522705+-0.48144892,0.2814463+0.01617243+-0.6736608,0.0058362135+0.17720914+0.08733712,1681
0.3287164+-0.15229088+-0.48146248,0.28007048+0.014337133+-0.6734217,0.005879343+0.17719592+0.087330356,1682
0.32873005+-0.15233926+-0.48148206,0.2793888+0.013191482+-0.6732286,0.005927694+0.17717953+0.087316684,1683
0.32874292+-0.15239815+-0.48151368,0.2793888+0.013191482+-0.6732286,0.0059490474+0.17716956+0.0873138,1684
0.32875997+-0.15242714+-0.4815287,0.27920216+0.012533848+-0.6730593,0.0059636543+0.17716233+0.08731528,1685
0.3287814+-0.15244752+-0.4815396,0.27929372+0.012150092+-0.6728983,0.0059793163+0.17715658+0.087321684,1686
0.32880098+-0.15247518+-0.4815412,0.27986148+0.012414001+-0.6730329,0.005996868+0.17715183+0.08732819,1687
0.32882497+-0.15249671+-0.48154378,0.2812415+0.013871021+-0.6738091,0.006013681+0.17715004+0.08733387,1688
0.3288517+-0.15252173+-0.48154822,0.2830258+0.015950162+-0.674927,0.006050651+0.1771131+0.08721933,1689
0.32884133+-0.15256508+-0.48167112,0.2830258+0.015950162+-0.674927,0.0060638953+0.17709932+0.08717644,1690
0.3288558+-0.15258563+-0.48172498,0.28459138+0.017741103+-0.67588806,0.006070043+0.1770937+0.08715788,1691
0.32886907+-0.1526154+-0.4817451,0.28574148+0.0189403+-0.6765284,0.0060718437+0.17708953+0.08714726,1692
0.3288387+-0.15266724+-0.4817086,0.28650552+0.019578315+-0.6768676,0.0060717156+0.17708611+0.08714104,1693
0.32883298+-0.15268748+-0.48169875,0.28699738+0.019822108+-0.676996,0.006109929+0.17706029+0.0870613,1694
0.32881147+-0.15273145+-0.48176903,0.28733936+0.019851461+-0.6770069,0.006160045+0.17703041+0.08696482,1695
0.3287875+-0.1527924+-0.4818616,0.2869886+0.020140972+-0.67683095,0.0061747143+0.17701827+0.08693334,1696
0.32878613+-0.15280917+-0.48189148,0.28523964+0.021172812+-0.6763485,0.0061776387+0.17701073+0.0869205,1697
0.3287936+-0.15281464+-0.48190862,0.28274602+0.022641618+-0.67572385,0.0061779604+0.17700417+0.08691493,1698
0.32880056+-0.1528194+-0.4819141,0.2805703+0.023992097+-0.67519855,0.006178983+0.17699713+0.08691157,1699
0.32880697+-0.15282774+-0.481919,0.27905694+0.025032064+-0.67484677,0.006260098+0.1769767+0.08687466,1700
0.32880697+-0.15282774+-0.481919,0.27817288+0.025758259+-0.6746511,0.0063652424+0.17695677+0.08682835,1701
0.32879418+-0.15302356+-0.48198843,0.27817288+0.025758259+-0.6746511,0.006398973+0.17694625+0.086813055,1702
0.32880095+-0.15306057+-0.48200083,0.27773854+0.026246756+-0.6745611,0.006400927+0.17693588+0.08681576,1703
0.32880613+-0.15306613+-0.48198965,0.2775864+0.026601529+-0.67451525,0.0063850014+0.17692608+0.0868265,1704
0.32881454+-0.1530549+-0.4819728,0.27769223+0.02735928+-0.67462784,0.0063670063+0.17691745+0.08683531,1705
0.32884458+-0.15305515+-0.48195174,0.27794713+0.029091211+-0.6751199,0.0063571194+0.17691107+0.08684436,1706
0.3288618+-0.15305234+-0.48193777,0.2779823+0.0314038+-0.67588174,0.006345514+0.17688672+0.0868316,1707
0.32886058+-0.15304774+-0.48194385,0.2779823+0.0314038+-0.67588174,0.006275507+0.1768617+0.08669047,1708
0.3288576+-0.15298232+-0.48207846,0.27765912+0.033623338+-0.67657214,0.0062602223+0.17688273+0.086324744,1709
0.32889545+-0.15299022+-0.48243916,0.27724907+0.03546921+-0.6769673,0.006328276+0.17690717+0.08595989,1710
0.32893473+-0.15308386+-0.48279104,0.27707878+0.036831383+-0.67703813,0.006420673+0.17688276+0.08585359,1711
0.32893473+-0.15319118+-0.48288828,0.27731565+0.037748866+-0.6769066,0.0065504825+0.17686634+0.08595733,1712
0.32893473+-0.15319118+-0.48288828,0.27778262+0.03841314+-0.67678326,0.006630831+0.17687923+0.086233884,1713
0.32899427+-0.15340617+-0.48248115,0.27806854+0.039047536+-0.67684686,0.006532206+0.17685716+0.08668007,1714
0.3289532+-0.15329488+-0.48208594,0.27806854+0.039047536+-0.67684686,0.0063665807+0.1768395+0.087014966,1715
0.3287952+-0.15311451+-0.48191208,0.27796412+0.039745316+-0.6770853,0.0062826294+0.17686704+0.08702117,1716
0.328787+-0.15303974+-0.48196065,0.27754003+0.0404962+-0.677359,0.0062448243+0.1768987+0.08682168,1717
0.3288136+-0.15301989+-0.48218068,0.27701178+0.04125802+-0.6775393,0.0061876476+0.17690554+0.086609565,1718
0.32882264+-0.1529833+-0.4824014,0.2766657+0.041999567+-0.6775531,0.0062589385+0.17692964+0.08633953,1719
0.32884988+-0.15307488+-0.48267275,0.27657655+0.04274781+-0.67745465,0.00621833+0.17696843+0.08626973,1720
0.32889593+-0.15304668+-0.4827436,0.27657655+0.04274781+-0.67745465,0.006126699+0.17695905+0.08648779,1721
0.32890108+-0.15295966+-0.48252654,0.27656144+0.043513786+-0.677377,0.006150651+0.17692435+0.08680573,1722
0.32888183+-0.15298674+-0.4822011,0.27699935+0.042781282+-0.6767771,0.006196598+0.17693639+0.08696305,1723
0.3289087+-0.15304013+-0.4820418,0.2783929+0.038774464+-0.6749496,0.0062942454+0.1769639+0.08698163,1724
0.3289441+-0.15315531+-0.4820159,0.2801327+0.03300224+-0.67247623,0.0065986+0.17690079+0.08676699,1725
0.32888508+-0.15348+-0.48221505,0.28146902+0.027989257+-0.67027503,0.006670971+0.17688751+0.08654058,1726
0.32887632+-0.15357068+-0.48243502,0.28146902+0.027989257+-0.67027503,0.006665658+0.17691612+0.086227,1727
0.3289038+-0.15359169+-0.48273924,0.2823513+0.024540646+-0.6686043,0.0066082296+0.17691992+0.08606251,1728
0.32891673+-0.15354772+-0.48290026,0.28308025+0.022563282+-0.6673973,0.0065831225+0.17688712+0.08609628,1729
0.32889453+-0.15353143+-0.48285282,0.28390878+0.021664103+-0.66652673,0.0064365724+0.17689408+0.086280204,1730
0.32892054+-0.15338998+-0.48267093,0.28461108+0.021366512+-0.66600955,0.0065385196+0.17681348+0.0863322,1731
0.32884946+-0.15349753+-0.48259455,0.2857547+0.019940995+-0.66648144,0.006639329+0.17670001+0.086703464,1732
0.32875326+-0.15359405+-0.48226574,0.2857547+0.019940995+-0.66648144,0.006736417+0.17665263+0.08683162,1733
0.32869807+-0.15367448+-0.48227414,0.2865353+0.018501287+-0.6670893,0.006844741+0.17667446+0.086604424,1734
0.32871303+-0.15379117+-0.48253697,0.28710496+0.017187012+-0.66746294,0.0069628065+0.1766693+0.08629077,1735
0.3287001+-0.15392323+-0.4828482,0.28733414+0.016174244+-0.6675215,0.0071405275+0.17662178+0.08603703,1736
0.32864586+-0.15411432+-0.4830866,0.28742945+0.015367293+-0.6672606,0.007392253+0.17674859+0.08553794,1737
0.32875943+-0.15439321+-0.48356757,0.2876837+0.014611981+-0.66673666,0.0076242145+0.17679995+0.08519446,1738
0.32880762+-0.15464382+-0.48389837,0.2876837+0.014611981+-0.66673666,0.0077222385+0.17681214+0.085105084,1739
0.3288246+-0.15474662+-0.48397863,0.28803247+0.013885595+-0.6661572,0.0076738414+0.17678137+0.085270286,1740
0.3288055+-0.1546998+-0.48380926,0.2885038+0.01311724+-0.66605246,0.0075767245+0.17675121+0.08543561,1741
0.32878727+-0.15460157+-0.48363888,0.2894484+0.012141732+-0.6667996,0.0074892314+0.17676574+0.08539482,1742
0.3288104+-0.15451823+-0.48367417,0.29079777+0.011014733+-0.66793334,0.007469966+0.17696117+0.08511508,1743
0.32900858+-0.15451954+-0.48394963,0.2921073+0.009960309+-0.66886884,0.007380292+0.17702407+0.08502319,1744
0.32907796+-0.15443414+-0.48402813,0.2921073+0.009960309+-0.66886884,0.0072591202+0.17703444+0.08508773,1745
0.32910216+-0.15431091+-0.48396072,0.29303727+0.009114925+-0.66949064,0.0071916343+0.17704105+0.08514844,1746
0.32912055+-0.1542402+-0.48389205,0.29349148+0.008448317+-0.6698335,0.007251582+0.17705563+0.0850782,1747
0.32914323+-0.15430841+-0.4839539,0.2936651+0.0078105917+-0.66992056,0.0075094+0.17713803+0.084916994,1748
0.32922512+-0.15458189+-0.4840954,0.29383025+0.007079419+-0.6697937,0.007754447+0.17722085+0.08477884,1749
0.32930973+-0.1548367+-0.48421457,0.2936638+0.006377276+-0.6727676,0.007766519+0.17723927+0.08473002,1750
0.3293153+-0.1548168+-0.4842403,0.2936638+0.006377276+-0.6727676,0.007643918+0.17723289+0.084788896,1751
0.32926798+-0.15460484+-0.4841531,0.2931432+0.006643762+-0.6761969,0.0074932305+0.17723085+0.08486894,1752
0.32925987+-0.15442114+-0.4840569,0.29259613+0.006905058+-0.6793044,0.0074281516+0.1772267+0.0848964,1753
0.32926518+-0.15434186+-0.48402512,0.29215786+0.006976357+-0.68159324,0.007474425+0.17722227+0.08484869,1754
0.32926914+-0.154389+-0.48406413,0.29188314+0.0068038716+-0.68305457,0.0077990727+0.1772601+0.08489268,1755
0.3293176+-0.1547083+-0.48399982,0.29168934+0.006385327+-0.6839285,0.007941195+0.17726533+0.08486926,1756
0.32932726+-0.15484706+-0.48403382,0.29168934+0.006385327+-0.6839285,0.008011081+0.17724903+0.08482753,1757
0.3293023+-0.15492035+-0.48414135,0.29149556+0.0057627694+-0.68447334,0.007985894+0.17723331+0.084730424,1758
0.32928592+-0.15490115+-0.48426414,0.2908793+0.0052776746+-0.6849426,0.0078644+0.17724803+0.084564224,1759
0.3292965+-0.15479404+-0.48443973,0.28930664+0.0053418037+-0.68556905,0.007824737+0.17727605+0.08452578,1760
0.32932284+-0.15476675+-0.48448363,0.28717196+0.0058005988+-0.6863606,0.007841242+0.17726831+0.08465068,1761
0.32932284+-0.15476675+-0.48448363,0.2852322+0.0062301923+-0.6871833,0.007853693+0.17724061+0.08474135,1762
0.32932284+-0.15476675+-0.48448363,0.2852322+0.0062301923+-0.6871833,0.007957884+0.17721592+0.08475503,1763
0.32926804+-0.15488973+-0.48424613,0.28379434+0.0064066816+-0.6879468,0.00810244+0.17719254+0.08472005,1764
0.32913586+-0.15502352+-0.4841964,0.28278267+0.006286928+-0.6886508,0.008181312+0.17716433+0.08469557,1765
0.32909542+-0.15510164+-0.48420402,0.28193173+0.005945215+-0.6893475,0.008189031+0.17712489+0.08465362,1766
0.32904896+-0.15510935+-0.48423585,0.28113958+0.0054797325+-0.6900267,0.008192941+0.17714232+0.08457421,1767
0.3290591+-0.15511666+-0.48430556,0.28048316+0.004971659+-0.6906357,0.008133111+0.17717175+0.08434558,1768
0.32907978+-0.15506862+-0.48452684,0.28048316+0.004971659+-0.6906357,0.0080539705+0.17718971+0.084149584,1769
0.32909083+-0.15500008+-0.48471826,0.27994916+0.0044919197+-0.6911947,0.007973059+0.17718399+0.08410322,1770
0.32908463+-0.15492451+-0.48476532,0.27944165+0.0040624775+-0.6917699,0.00794734+0.17716877+0.0841422,1771
0.32906893+-0.15490246+-0.48472136,0.27899802+0.003618653+-0.6923588,0.008085342+0.17719474+0.08422878,1772
0.32909268+-0.15503669+-0.48462063,0.27868673+0.0031041559+-0.6929291,0.008269644+0.1772381+0.084358156,1773
0.32913536+-0.1552183+-0.4844833,0.27834353+0.0025718964+-0.6935354,0.00831112+0.17724693+0.08451976,1774
0.32915458+-0.1552375+-0.4843284,0.27834353+0.0025718964+-0.6935354,0.008286553+0.17723098+0.0847156,1775
0.32915458+-0.1552375+-0.4843284,0.27773783+0.0021025317+-0.6942508,0.008317171+0.17721997+0.084778145,1776
0.32915616+-0.15519165+-0.48410478,0.27794614+0.0029444671+-0.69484097,0.008437017+0.1772372+0.08462151,1777
0.32917097+-0.15529887+-0.48426837,0.28040555+0.006528466+-0.6949885,0.008566956+0.17725907+0.08439485,1778
0.32917097+-0.15529887+-0.48426837,0.28416148+0.011570799+-0.69487685,0.008609728+0.17735842+0.08422117,1779
0.32927722+-0.15548532+-0.48466107,0.28746328+0.015992308+-0.6948622,0.008519531+0.177394+0.08423261,1780
0.3293086+-0.15539946+-0.484664,0.28746328+0.015992308+-0.6948622,0.00840562+0.1774219+0.08427525,1781
0.32936063+-0.15529612+-0.48467597,0.28977716+0.019114206+-0.69504386,0.008323588+0.17745271+0.08431475,1782
0.32939416+-0.15521751+-0.48465762,0.29117504+0.020995913+-0.69539934,0.008260737+0.17747481+0.084412105,1783
0.32941416+-0.15515454+-0.48457158,0.29185072+0.022002231+-0.6959072,0.008284629+0.17747259+0.08455162,1784
0.32940644+-0.15517496+-0.48443118,0.29201996+0.022530429+-0.69654167,0.008326104+0.17746784+0.084659465,1785
0.3293953+-0.15521227+-0.4843252,0.29096746+0.020543586+-0.69444096,0.008315229+0.17747992+0.08469338,1786
0.32939848+-0.1551948+-0.48429215,0.29096746+0.020543586+-0.69444096,0.008305668+0.17749648+0.08466502,1787
0.32940587+-0.15518767+-0.48432502,0.29000595+0.018155595+-0.6914803,0.008302654+0.17750402+0.08463724,1788
0.32940587+-0.15518767+-0.48432502,0.28920922+0.016130894+-0.6889467,0.008313056+0.17750318+0.0846278,1789
0.32938975+-0.15520081+-0.48436484,0.28870597+0.014784504+-0.687305,0.008296994+0.17750476+0.08461764,1790
0.32937896+-0.15518557+-0.48437154,0.2884778+0.014101517+-0.6865026,0.008252877+0.17744577+0.084397905,1791
0.32930553+-0.15514845+-0.48459363,0.2883969+0.0139433285+-0.68630785,0.008154894+0.17743726+0.08435455,1792
0.32928744+-0.15504453+-0.48464245,0.2883969+0.0139433285+-0.68630785,0.008102099+0.17743802+0.08437786,1793
0.32928744+-0.15504453+-0.48464245,0.288343+0.01409768+-0.6864668,0.008141289+0.17744304+0.08439463,1794
0.32927245+-0.1550226+-0.48459977,0.28857183+0.013899811+-0.6858814,0.008219774+0.17745486+0.08438236,1795
0.32927245+-0.1550226+-0.48459977,0.28943577+0.01267298+-0.6833695,0.0082179485+0.17739086+0.084283054,1796
0.32919282+-0.1550974+-0.4847022,0.29064307+0.010812244+-0.6797753,0.008156966+0.177307+0.08422669,1797
0.32919282+-0.1550974+-0.4847022,0.29168788+0.00908899+-0.6765936,0.00809504+0.17728382+0.084274575,1798
0.32908005+-0.15495883+-0.48470405,0.29168788+0.00908899+-0.6765936,0.008030211+0.17728716+0.08430824,1799
0.32908005+-0.15495883+-0.48470405,0.2924149+0.007793357+-0.67432564,0.007983363+0.17730431+0.08429009,1800
0.32913765+-0.15482101+-0.48468894,0.29286435+0.0069217393+-0.6729238,0.007962565+0.17731854+0.08425025,1801
0.32915267+-0.15479118+-0.484729,0.29310498+0.0063724387+-0.67214465,0.008061206+0.17736124+0.08421144,1802
0.3291858+-0.15487826+-0.48476696,0.29318893+0.006042471+-0.6717324,0.008193833+0.1774089+0.08416448,1803
0.32922143+-0.15500194+-0.48481405,0.29013702+0.0071121235+-0.6736884,0.008270769+0.17743312+0.08410102,1804
0.32923242+-0.15507609+-0.4848831,0.29013702+0.0071121235+-0.6736884,0.008364161+0.177448+0.08401642,1805
0.3292321+-0.15516463+-0.48497146,0.2870163+0.008415646+-0.6759475,0.008432544+0.17746155+0.08394481,1806
0.32922858+-0.15523106+-0.48504442,0.28430328+0.009474259+-0.67784464,0.008431266+0.17747554+0.0839179,1807
0.32923162+-0.1552282+-0.4850856,0.28235126+0.010109535+-0.6790773,0.008437814+0.17748+0.083934754,1808
0.32922596+-0.1552306+-0.48508012,0.28112218+0.0103746075+-0.6796909,0.008452329+0.17747948+0.08396593,1809
0.32921895+-0.15523623+-0.4850609,0.28042555+0.0103982175+-0.6798626,0.008452191+0.17748593+0.08398022,1810
0.32922027+-0.15523426+-0.48506206,0.28042555+0.0103982175+-0.6798626,0.00845945+0.17748418+0.08402304,1811
0.32923952+-0.15525863+-0.48497567,0.2800214+0.010287314+-0.67979234,0.008488764+0.17747448+0.08409393,1812
0.32929334+-0.15534799+-0.4847828,0.2804834+0.010507604+-0.6792194,0.008512584+0.17747395+0.08414891,1813
0.3293185+-0.15538971+-0.48468438,0.28260985+0.011585483+-0.6777404,0.008513181+0.17748193+0.084175915,1814
0.32933792+-0.15539496+-0.4846369,0.28557998+0.01317617+-0.6758082,0.008575565+0.17760101+0.08427537,1815
0.329467+-0.15545398+-0.48452538,0.28808364+0.014644089+-0.6741245,0.0085999+0.17764129+0.08430143,1816
0.32951096+-0.15548325+-0.48448482,0.28808364+0.014644089+-0.6741245,0.008641359+0.17766413+0.08426188,1817
0.32954937+-0.15551834+-0.48451748,0.2897079+0.01574109+-0.6729035,0.008718769+0.17767656+0.08417443,1818
0.32959342+-0.15557744+-0.48463506,0.29056713+0.016417969+-0.6720889,0.008788369+0.17768571+0.08407566,1819
0.32961035+-0.15564531+-0.4847443,0.29097506+0.016755048+-0.67153275,0.008877266+0.17765467+0.08396427,1820
0.3295783+-0.155736+-0.48485622,0.2911776+0.016922753+-0.67112106,0.008903967+0.17759842+0.0839165,1821
0.3295214+-0.15576282+-0.4849074,0.29126307+0.0170819+-0.67080337,0.008847359+0.17756982+0.08396208,1822
0.32949138+-0.15570906+-0.48486945,0.29126307+0.0170819+-0.67080337,0.008808169+0.17754558+0.08402781,1823
0.32946378+-0.15566728+-0.48481068,0.29126567+0.017286325+-0.67054033,0.008827548+0.17753156+0.08403667,1824
0.32944536+-0.15568654+-0.4848085,0.29124218+0.017493375+-0.6702827,0.0088664675+0.17752238+0.083985634,1825
0.32942948+-0.15573221+-0.4848626,0.29124913+0.017661734+-0.66999406,0.008917677+0.17752305+0.08396398,1826
0.32942948+-0.15573221+-0.4848626,0.29131746+0.017817106+-0.6696609,0.00891919+0.17752919+0.083971746,1827
0.3294242+-0.15579687+-0.48489106,0.29142958+0.01799951+-0.66929585,0.008861913+0.1775294+0.083966866,1828
0.3294197+-0.15574+-0.48490638,0.29142958+0.01799951+-0.66929585,0.008829231+0.17751898+0.08397817,1829
0.3294045+-0.15570872+-0.4849047,0.2915446+0.018186705+-0.6689223,0.008856923+0.17749634+0.08399345,1830
0.32937667+-0.15574089+-0.4848985,0.29176787+0.01784364+-0.6688284,0.008896234+0.17748407+0.08397639,1831
0.32935727+-0.15578386+-0.48492128,0.29221842+0.016385367+-0.66935647,0.008977795+0.17744371+0.083926775,1832
0.3293102+-0.15586615+-0.48497808,0.29274237+0.014333365+-0.67023796,0.009026003+0.17739385+0.08389466,1833
0.32925096+-0.15591718+-0.48501322,0.29315877+0.012547334+-0.67099184,0.009005669+0.17737344+0.083851255,1834
0.3292213+-0.15590051+-0.48506156,0.29315877+0.012547334+-0.67099184,0.009000093+0.1773721+0.08376312,1835
0.32923338+-0.15589105+-0.48514232,0.2934408+0.011318675+-0.6714458,0.009029615+0.17736796+0.08367842,1836
0.32927194+-0.15591179+-0.48519823,0.2936091+0.010599537+-0.6716116,0.009072832+0.17735428+0.083628975,1837
0.3292687+-0.15595178+-0.4852354,0.29373682+0.010202772+-0.6715576,0.009157749+0.17738226+0.083619185,1838
0.32929578+-0.1560303+-0.48523754,0.2938941+0.009962125+-0.6713587,0.009214757+0.17742036+0.08362285,1839
0.32932708+-0.15608475+-0.48523095,0.29330134+0.011410742+-0.67598236,0.009191194+0.17742647+0.08364228,1840
0.3293241+-0.15605418+-0.4852086,0.29330134+0.011410742+-0.67598236,0.009131355+0.17741589+0.08368897,1841
0.32930648+-0.15598817+-0.48516616,0.29242438+0.013094662+-0.6810917,0.009091538+0.17740734+0.083698906,1842
0.32928696+-0.15594338+-0.48515487,0.2916325+0.014522215+-0.68556577,0.009074855+0.17740792+0.08364978,1843
0.3292774+-0.15592211+-0.48520696,0.29109463+0.015460022+-0.68871474,0.0091415765+0.17741214+0.08363531,1844
0.32926875+-0.15598834+-0.4852199,0.2907494+0.015972318+-0.69063944,0.009218321+0.17740513+0.08368664,1845
0.32924992+-0.15606306+-0.4851687,0.29048687+0.016196938+-0.69171786,0.009243417+0.17739056+0.083732754,1846
0.32922226+-0.15608506+-0.4851212,0.29048687+0.016196938+-0.69171786,0.009301349+0.1773816+0.08371932,1847
0.32919946+-0.15614344+-0.48513547,0.29029918+0.016243793+-0.69230217,0.009392996+0.17737895+0.08365866,1848
0.3291787+-0.15623297+-0.4851898,0.2899761+0.01633071+-0.6924789,0.009456825+0.17737317+0.083628,1849
0.32915628+-0.15629612+-0.48521596,0.28919336+0.016676307+-0.6922254,0.009541086+0.17734711+0.083650805,1850
