peerPosAR,peerPosNI,MyPos,Time
0.38433018+0.22707894+-0.32409227,0.35131738+0.054257546+-0.7264379,-0.5015303+0.02951032+0.34222865,0.80875206,430
0.38433018+0.22707894+-0.32409227,0.35131738+0.054257546+-0.7264379,-0.5015186+0.029507352+0.34223983,0.80875206,431
0.38442016+0.22696657+-0.32405433,0.3514227+0.05422824+-0.7263155,-0.501543+0.029505163+0.34225214,0.80868584,432
0.384436+0.22698396+-0.3240588,0.3515374+0.0541939+-0.72616655,-0.5015487+0.029504409+0.34225762,0.8085997,433
0.38445783+0.22697973+-0.32405904,0.3516554+0.054152854+-0.7260024,-0.5015514+0.029503375+0.34226292,0.8085008,434
0.3844609+0.22698393+-0.3240609,0.3517712+0.05410589+-0.7258326,-0.5015536+0.029505081+0.34226727,0.80839556,435
0.3844609+0.22698393+-0.3240609,0.35188293+0.05405421+-0.7256629,-0.5015551+0.029506903+0.34226936,0.80828834,436
0.38455766+0.22689968+-0.32404435,0.3503566+0.0532409+-0.7249098,-0.5015559+0.029508648+0.34226868,0.80689436,437
0.38458833+0.22687253+-0.32403207,0.3503566+0.0532409+-0.7249098,-0.5015661+0.029510196+0.3422742,0.80689436,438
0.3846171+0.22686407+-0.32402995,0.3487663+0.052396562+-0.7241339,-0.5015695+0.029514082+0.34227473,0.8054522,439
0.384621+0.22685438+-0.3240439,0.34738368+0.051649604+-0.7234318,-0.5015702+0.029518338+0.3422749,0.80417454,440
0.38462627+0.22685054+-0.32404467,0.34642658+0.05109987+-0.72288096,-0.5015736+0.029520946+0.34227428,0.80323064,441
0.38462627+0.22685054+-0.32404467,0.34587005+0.05073558+-0.7224726,-0.5015793+0.02952148+0.34227365,0.8026001,442
0.38463345+0.22685349+-0.32404706,0.34587005+0.05073558+-0.7224726,-0.5015886+0.029522626+0.34227395,0.8026001,443
0.38468084+0.22679341+-0.32405072,0.3455934+0.050502464+-0.7221657,-0.50159955+0.029524514+0.34227085,0.80218995,444
0.38471743+0.22676528+-0.32405677,0.34546965+0.05034269+-0.72191685,-0.5016102+0.029526118+0.34226763,0.80190253,445
0.38473392+0.226767+-0.32404095,0.34734124+0.051136706+-0.7230859,-0.5016232+0.02952754+0.3422627,0.8038122,446
0.38473424+0.22677307+-0.32404357,0.34933367+0.052098148+-0.724538,-0.5016377+0.029531354+0.34225386,0.8060419,447
0.38471073+0.22679287+-0.32404578,0.3510548+0.052926853+-0.7257771,-0.50165343+0.029535133+0.34224504,0.8079561,448
0.38470638+0.22680515+-0.3240453,0.35225153+0.05348869+-0.7265879,-0.50167036+0.029536577+0.3422365,0.8092417,449
0.38479343+0.22673346+-0.3240618,0.35225153+0.05348869+-0.7265879,-0.5016887+0.029536057+0.34223008,0.8092417,450
0.38482898+0.2267206+-0.32405278,0.35295945+0.053800464+-0.7269979,-0.5017084+0.029534783+0.34222525,0.8099388,451
0.38484824+0.22672471+-0.32404253,0.3533236+0.053935334+-0.7271274,-0.50172937+0.029533388+0.34222206,0.8102227,452
0.38485256+0.22673789+-0.32404134,0.35349843+0.053969618+-0.72710085,-0.50175035+0.02952942+0.34221888,0.81027746,453
0.38485953+0.2267547+-0.3240335,0.35359922+0.053960323+-0.727012,-0.5017725+0.029527942+0.34221777,0.810241,454
0.38488513+0.22677085+-0.3240163,0.35519692+0.055046752+-0.72675925,-0.5017932+0.029525211+0.34221712,0.81078607,455
0.38488975+0.22679669+-0.32399884,0.35519692+0.055046752+-0.72675925,-0.5018142+0.029520372+0.3422144,0.81078607,456
0.3848927+0.22682524+-0.32397276,0.35689235+0.05619437+-0.7265127,-0.5018372+0.029514588+0.34221405,0.8113881,457
0.38490826+0.22684202+-0.32396492,0.35844636+0.057230756+-0.726302,-0.50186086+0.029510092+0.3422168,0.81195676,458
0.38493463+0.22684984+-0.32397208,0.359649+0.058008038+-0.72614586,-0.50188327+0.029506184+0.34221983,0.8124039,459
0.38496047+0.2268629+-0.32396448,0.36051026+0.05853488+-0.72603625,-0.501906+0.02950154+0.3422226,0.8127254,460
0.3849819+0.22686914+-0.32397473,0.3611253+0.05888114+-0.72595793,-0.50192934+0.029495742+0.34222525,0.8129535,461
0.38504273+0.22679898+-0.32401714,0.3611253+0.05888114+-0.72595793,-0.5019166+0.029490257+0.34222656,0.8129535,462
0.38506335+0.22676177+-0.3240175,0.36159986+0.059121754+-0.7258965,-0.50192255+0.029484568+0.34222686,0.813127,463
0.38506794+0.2267538+-0.32403198,0.3599374+0.058858614+-0.7277416,-0.5019331+0.029482376+0.34222615,0.81401914,464
0.38507995+0.22675645+-0.3240283,0.35774866+0.05837888+-0.72971827,-0.50194407+0.029481616+0.3422233,0.81478894,465
0.38509622+0.22675632+-0.32402202,0.35586283+0.057989307+-0.7314577,-0.50195146+0.029482929+0.342221,0.8154946,466
0.38503686+0.22671732+-0.32408574,0.35461643+0.0577782+-0.7327072,-0.5019563+0.029482787+0.342217,0.8160582,467
0.38499904+0.22670227+-0.32410675,0.35461643+0.0577782+-0.7327072,-0.50170964+0.029506778+0.34224048,0.8160582,468
0.38499817+0.22644055+-0.32415065,0.35397127+0.05773554+-0.73349684,-0.5016195+0.02951051+0.34224296,0.81648433,469
0.38499534+0.22634593+-0.32414398,0.35374305+0.05781337+-0.7339661,-0.5015811+0.029506791+0.3422404,0.8168125,470
0.3849811+0.22630706+-0.32413518,0.35374033+0.0579566+-0.7342604,-0.5015576+0.02950146+0.34223562,0.817086,471
0.38496694+0.22627717+-0.32413733,0.35382387+0.058120076+-0.7344871,-0.50154066+0.029495979+0.34223184,0.8173375,472
0.38495347+0.22625628+-0.32413757,0.35234055+0.057770047+-0.73379177,-0.50152296+0.029488945+0.34222946,0.8160463,473
0.38494492+0.22624189+-0.32420665,0.35234055+0.057770047+-0.73379177,-0.501543+0.029523715+0.34226894,0.8160463,474
0.38494876+0.22626324+-0.32428554,0.3507498+0.057379257+-0.7330817,-0.5015413+0.029533137+0.34228432,0.81469417,475
0.3849606+0.22625667+-0.32431027,0.34930396+0.05703131+-0.732512,-0.5015328+0.02953322+0.34229133,0.8135353,476
0.38497376+0.22623688+-0.3243297,0.34822124+0.056801043+-0.7321996,-0.5015229+0.029531704+0.34229442,0.81277347,477
0.38496798+0.22622739+-0.32433584,0.34749067+0.056686413+-0.7321251,-0.50151426+0.029530268+0.3422978,0.81238556,478
0.3849532+0.22622159+-0.32434416,0.34701517+0.056651335+-0.73221534,-0.5015071+0.029531073+0.34230304,0.81226116,479
0.38494933+0.22620973+-0.3243568,0.34701517+0.056651335+-0.73221534,-0.5015453+0.029562853+0.34232217,0.81226116,480
0.38494045+0.22624213+-0.3244008,0.34669146+0.056658752+-0.732393,-0.50155985+0.029575983+0.3423314,0.8122837,481
0.3849365+0.22624692+-0.3244317,0.34643933+0.056683708+-0.7326011,-0.50156343+0.02958382+0.34233803,0.8123655,482
0.38493946+0.2262443+-0.32444227,0.34620354+0.056710996+-0.73280895,-0.50156194+0.02959245+0.34234637,0.8124543,483
0.3849417+0.22623083+-0.3244703,0.34595382+0.05673324+-0.7330055,-0.5015583+0.029601881+0.34235823,0.8125268,484
0.38494366+0.22621709+-0.32449687,0.34567943+0.05674978+-0.7331903,-0.5015556+0.029612353+0.3423697,0.8125779,485
0.38495386+0.2262012+-0.32452044,0.34567943+0.05674978+-0.7331903,-0.5015681+0.029640429+0.34238613,0.8125779,486
0.38494962+0.22620901+-0.3245527,0.34538016+0.05676158+-0.73336726,-0.5015754+0.02965655+0.3423986,0.8126111,487
0.38494402+0.22621578+-0.3245731,0.34506243+0.05676976+-0.7335403,-0.5015819+0.029665934+0.34240738,0.8126329,488
0.38494325+0.2262077+-0.32461163,0.34473607+0.056776386+-0.7337111,-0.50158864+0.029674353+0.34241694,0.8126491,489
0.38495478+0.22620219+-0.32463297,0.34441024+0.0567841+-0.7338794,-0.5015954+0.02968098+0.34242687,0.81266344,490
0.38495612+0.22626927+-0.3246361,0.3450634+0.056996174+-0.73397213,-0.5016022+0.029687142+0.3424361,0.813039,491
0.38496011+0.22630423+-0.32464105,0.34682447+0.057684593+-0.7344324,-0.501589+0.029679697+0.3424012,0.8142516,492
0.38493317+0.22629514+-0.32463223,0.34935942+0.05862809+-0.7349958,-0.50158554+0.029674279+0.34239453,0.8159093,493
0.3849454+0.22629318+-0.3246151,0.351563+0.059465118+-0.73550516,-0.5015846+0.029666333+0.34239718,0.8173741,494
0.38494772+0.22629982+-0.3246077,0.3530693+0.060076+-0.73590964,-0.5015834+0.029657558+0.34240258,0.8184315,495
0.3849546+0.22630379+-0.32460287,0.35391653+0.06047584+-0.7362158,-0.50158346+0.029648636+0.34240824,0.81910187,496
0.3849783+0.22629887+-0.32460102,0.35429728+0.060730714+-0.73645294,-0.50158226+0.02964169+0.34241533,0.8194985,497
0.38498572+0.22630358+-0.32459566,0.35429728+0.060730714+-0.73645294,-0.5015558+0.029648865+0.3423814,0.8194985,498
0.38495874+0.22627279+-0.32459107,0.35441473+0.060907498+-0.73665303,-0.50154257+0.02964949+0.34237307,0.81974214,499
0.38495877+0.22625422+-0.32459393,0.35326216+0.060217693+-0.7367484,-0.50153345+0.029646346+0.34237307,0.8192793,500
0.38496396+0.2262491+-0.32458213,0.35208568+0.059339777+-0.73664373,-0.5015271+0.029644229+0.34237552,0.81861436,501
0.38498637+0.22623931+-0.3245685,0.351094+0.05857997+-0.73657644,-0.50151694+0.029642396+0.34237933,0.818073,502
0.38501164+0.22623348+-0.324535,0.351094+0.05857997+-0.73657644,-0.5015056+0.029639857+0.3423868,0.818073,503
0.3850287+0.22622773+-0.3245175,0.35042962+0.058068473+-0.7365901,-0.5015279+0.029661063+0.34237492,0.8177639,504
0.38499612+0.22625607+-0.32453153,0.35005972+0.057793096+-0.7366825,-0.50153345+0.029664984+0.34237698,0.8176692,505
0.384995+0.2262547+-0.32455835,0.34989086+0.057687037+-0.73683137,-0.5015335+0.029661335+0.34238416,0.8177236,506
0.38499308+0.22626287+-0.324565,0.3498317+0.05767849+-0.7370115,-0.5015296+0.02965433+0.34239274,0.81786,507
0.38500282+0.22626093+-0.32457247,0.34981552+0.057711795+-0.73720384,-0.5015262+0.029644987+0.3424026,0.8180288,508
0.38502157+0.22625846+-0.32451138,0.3480309+0.05719707+-0.73401624,-0.5015199+0.029638374+0.34241313,0.81435674,509
0.38502997+0.2262563+-0.32448798,0.3480309+0.05719707+-0.73401624,-0.5015489+0.029652664+0.3423925,0.81435674,510
0.38500217+0.2262945+-0.32446554,0.346155+0.056648795+-0.73067904,-0.5015563+0.029653013+0.34239054,0.81050867,511
0.3849889+0.22630939+-0.32446122,0.34447446+0.05615377+-0.72774774,-0.501555+0.029649671+0.34239703,0.80711377,512
0.38499555+0.22630146+-0.32447523,0.34322912+0.055786822+-0.7256755,-0.5015516+0.029645655+0.3424049,0.80468833,513
0.38500586+0.22629753+-0.32447517,0.34239975+0.055544164+-0.72441804,-0.50154966+0.029641427+0.3424145,0.8031838,514
0.38501674+0.22628805+-0.32444155,0.34186545+0.055394545+-0.72373724,-0.50154877+0.029636228+0.34242478,0.80233175,515
0.3850188+0.22628719+-0.32443458,0.34186545+0.055394545+-0.72373724,-0.5015943+0.029655974+0.34236372,0.80233175,516
0.38494402+0.22634563+-0.3243934,0.34149668+0.05530437+-0.72337896,-0.5016117+0.029661376+0.34234405,0.8018452,517
0.38491973+0.22636291+-0.32438737,0.34344292+0.05614923+-0.7248667,-0.50162345+0.029660642+0.34233665,0.80407554,518
0.38491693+0.22637367+-0.32437798,0.34578457+0.057088174+-0.7266316,-0.5016326+0.029658541+0.34233737,0.80673385,519
0.3849163+0.22637558+-0.32438797,0.34780788+0.057899646+-0.7281119,-0.50164133+0.029656183+0.34234244,0.808993,520
0.38491+0.22638795+-0.32438344,0.34780788+0.057899646+-0.7281119,-0.5016512+0.02965341+0.34234694,0.808993,521
0.3849004+0.22640279+-0.3243791,0.3491829+0.0584564+-0.7290539,-0.50166667+0.029673116+0.34229016,0.81047237,522
0.38482437+0.22641413+-0.32437658,0.34994596+0.058773324+-0.7294994,-0.5016789+0.0296783+0.34227085,0.81122494,523
0.38479084+0.22642401+-0.32437527,0.35027698+0.05892165+-0.7295997,-0.5016903+0.029678859+0.34226525,0.81146866,524
0.38477236+0.22644065+-0.32436013,0.35036933+0.058977414+-0.72950894,-0.50170213+0.02967597+0.34226346,0.811431,525
0.38476694+0.22645405+-0.32434082,0.350367+0.058998194+-0.72934246,-0.5017129+0.029671572+0.34226203,0.81128186,526
0.38478732+0.22647414+-0.32428887,0.35104576+0.058383983+-0.7286293,-0.50172466+0.029667478+0.34225887,0.81088996,527
0.38479763+0.22649315+-0.3242476,0.35104576+0.058383983+-0.7286293,-0.5017387+0.029684186+0.3422566,0.81088996,528
0.38478464+0.22651356+-0.32423484,0.3517863+0.05775358+-0.72791314,-0.5017494+0.029689115+0.34225178,0.81052244,529
0.3847756+0.22652312+-0.32422668,0.35248613+0.057208624+-0.7272877,-0.5017602+0.029693235+0.34224755,0.8102264,530
0.38476014+0.22653338+-0.324225,0.35304552+0.056827094+-0.7268209,-0.50177115+0.029698268+0.342242,0.81002414,531
0.38474292+0.22655371+-0.3242065,0.3534585+0.05659979+-0.7264989,-0.5017827+0.029705802+0.34223703,0.8098994,532
0.3847447+0.22656842+-0.32424167,0.3534585+0.05659979+-0.7264989,-0.5017936+0.029714722+0.34223115,0.8098994,533
0.38474256+0.22658506+-0.3242428,0.35375994+0.056486238+-0.7262776,-0.5017653+0.029733576+0.34221393,0.80982465,534
0.38470834+0.22656387+-0.32424843,0.3539956+0.056440476+-0.726111,-0.5017592+0.02974495+0.3422019,0.809775,535
0.38467842+0.2265651+-0.3242506,0.35420308+0.056424756+-0.7259648,-0.5017631+0.029755838+0.34219038,0.80973357,536
0.38465345+0.22656843+-0.32425958,0.35440588+0.056415807+-0.72581923,-0.5017701+0.02976759+0.34217924,0.8096912,537
0.38462088+0.22658485+-0.32425022,0.35461673+0.056401636+-0.7256651,-0.501776+0.029780457+0.34216848,0.80964434,538
0.38460556+0.2265944+-0.32428992,0.3548391+0.05637657+-0.7255008,-0.5017804+0.029794322+0.34215504,0.80959284,539
0.38458684+0.2266002+-0.32430196,0.3548391+0.05637657+-0.7255008,-0.50175875+0.029807806+0.34214973,0.80959284,540
0.3845622+0.22657815+-0.324318,0.3550706+0.05633967+-0.7253291,-0.50174767+0.029818445+0.34213585,0.8095379,541
0.3845346+0.22657013+-0.32430625,0.35530624+0.05629468+-0.72515357,-0.50174266+0.029831303+0.34211868,0.8094809,542
0.3845346+0.22657013+-0.32430625,0.35554147+0.05624751+-0.7249775,-0.50174135+0.029844457+0.3421015,0.80942315,543
0.384475+0.22656217+-0.32429177,0.35577413+0.05620184+-0.7248022,-0.50174075+0.02985737+0.34208483,0.8093653,544
0.3844449+0.22655945+-0.32428765,0.35467583+0.055856153+-0.72312814,-0.5017408+0.029869681+0.3420693,0.80735934,545
0.38440615+0.22655796+-0.3242934,0.35467583+0.055856153+-0.72312814,-0.50169957+0.02978745+0.3420906,0.80735934,546
0.38445848+0.2265166+-0.32424104,0.35351968+0.05549737+-0.72139686,-0.5016855+0.029762577+0.34209543,0.80527604,547
0.38445953+0.2265115+-0.32421002,0.3525269+0.05517441+-0.7198565,-0.5016815+0.029754445+0.34209144,0.8034381,548
0.3844589+0.22650906+-0.32418382,0.35187677+0.054928232+-0.7187055,-0.50168353+0.02975147+0.34208286,0.8021047,549
0.38446063+0.22650081+-0.32417038,0.3515507+0.054755066+-0.7179207,-0.50168717+0.029751087+0.34207684,0.80124664,550
0.38440895+0.22652349+-0.32420006,0.3514542+0.054631837+-0.71739364,-0.50168955+0.029752366+0.34207213,0.8007236,551
0.38438427+0.22653037+-0.32421225,0.3514542+0.054631837+-0.71739364,-0.5016669+0.02969888+0.34222674,0.8007236,552
0.384535+0.2265054+-0.3242651,0.35148615+0.054534107+-0.7170101,-0.50166255+0.029679978+0.34228298,0.8003874,553
0.3845774+0.22650625+-0.3242709,0.3518543+0.054537315+-0.71766406,-0.5016641+0.02967297+0.34230584,0.8011351,554
0.3846028+0.22649798+-0.32427192,0.35212928+0.054641258+-0.7186887,-0.5016693+0.02966842+0.34231824,0.8021809,555
0.38460594+0.2265042+-0.32425407,0.35236079+0.054727904+-0.71953255,-0.5016784+0.02966419+0.3423281,0.8030444,556
0.38461915+0.22651604+-0.32436502,0.35252753+0.05476799+-0.72001934,-0.5016875+0.029658055+0.34233683,0.80355656,557
0.3846419+0.2265239+-0.3243952,0.35252753+0.05476799+-0.72001934,-0.5016708+0.0296545+0.34230655,0.80355656,558
0.38461247+0.22650968+-0.32438418,0.3526363+0.054759312+-0.7201743,-0.50166905+0.029647758+0.34229827,0.80374247,559
0.384616+0.2265088+-0.32436022,0.35270754+0.054714438+-0.7200959,-0.50167257+0.029640323+0.34229594,0.8037004,560
0.38461775+0.22651532+-0.32433856,0.35276145+0.054649144+-0.71988696,-0.5016775+0.029632242+0.34229353,0.8035325,561
0.38462606+0.22651729+-0.32432118,0.35281032+0.054574236+-0.71962583,-0.50168175+0.02962533+0.34229082,0.80331486,562
0.3846309+0.22651544+-0.32431203,0.35164967+0.056217924+-0.7197105,-0.501689+0.029620178+0.34228718,0.80299515,563
0.38462952+0.22652417+-0.32428706,0.35164967+0.056217924+-0.7197105,-0.5016996+0.02961221+0.34228265,0.80299515,564
0.38461018+0.2265386+-0.32427332,0.35042843+0.05795211+-0.7198299,-0.5017066+0.02960411+0.34227502,0.80269146,565
0.38460523+0.2265389+-0.3242589,0.34934333+0.0594997+-0.7199315,-0.50171155+0.029595688+0.34226608,0.80242276,566
0.38460314+0.2265388+-0.3242331,0.34855396+0.060628153+-0.71996564,-0.50171536+0.029587004+0.3422587,0.8021946,567
0.38459474+0.2265383+-0.32421282,0.34804347+0.06135615+-0.7199315,-0.50171494+0.029577544+0.34224886,0.8019976,568
0.38462022+0.22653401+-0.32427764,0.3477316+0.061797444+-0.71984607,-0.501714+0.029567886+0.34223723,0.80181956,569
0.3846212+0.22652894+-0.32429785,0.3477316+0.061797444+-0.71984607,-0.5016936+0.02956901+0.34224665,0.80181956,570
0.38462934+0.22650851+-0.32429883,0.34753418+0.062073287+-0.71972954,-0.5016815+0.02956756+0.3422448,0.80165064,571
0.38460392+0.22650173+-0.3242946,0.3475416+0.061908226+-0.71968675,-0.5016757+0.029564148+0.34223875,0.8016026,572
0.38460392+0.22650173+-0.3242946,0.34770906+0.06151791+-0.71978885,-0.50167006+0.02955892+0.3422323,0.8017369,573
0.3845995+0.22646925+-0.32427132,0.3478322+0.06120733+-0.71986765,-0.5016644+0.029552823+0.3422265,0.80183727,574
0.38456744+0.22649449+-0.3243451,0.34787008+0.061054938+-0.71988904,-0.50165784+0.02954876+0.34221995,0.8018613,575
0.38455164+0.2264958+-0.32436594,0.34787008+0.061054938+-0.71988904,-0.50163764+0.029525463+0.34221935,0.8018613,576
0.38456035+0.22648148+-0.3243362,0.3478303+0.061051704+-0.7198536,-0.50162697+0.02951697+0.3422144,0.801812,577
0.38456383+0.22646345+-0.32432416,0.3477373+0.06115379+-0.71977687,-0.5016207+0.029512655+0.34220666,0.8017105,578
0.3845561+0.22645438+-0.32430768,0.34761563+0.061315294+-0.7196761,-0.501617+0.029508224+0.34219635,0.8015796,579
0.38454396+0.22644374+-0.32429996,0.34748182+0.06150342+-0.7195655,-0.50161415+0.029504567+0.34218556,0.8014367,580
0.3845353+0.22645271+-0.32441348,0.3476851+0.060408235+-0.71875983,-0.5016097+0.029501978+0.34217507,0.8007183,581
0.3845261+0.22644797+-0.32446066,0.3476851+0.060408235+-0.71875983,-0.5015824+0.029500606+0.34218088,0.8007183,582
0.38452783+0.22641598+-0.32448766,0.34790003+0.059249643+-0.7179287,-0.5015764+0.029500162+0.34217602,0.79997915,583
0.38451853+0.22641166+-0.32447654,0.3480778+0.05823319+-0.71718454,-0.5015784+0.029501393+0.34216613,0.799314,584
0.38450682+0.22641173+-0.32446915,0.34817725+0.057529524+-0.7166172,-0.50158566+0.029500382+0.34215426,0.7987974,585
0.38449207+0.22641829+-0.32445696,0.3482025+0.057119742+-0.716217,-0.50159675+0.029499024+0.34214318,0.79841995,586
0.38450015+0.2264213+-0.32450077,0.3482025+0.057119742+-0.716217,-0.50160825+0.029498387+0.34213197,0.79841995,587
0.38449717+0.22642627+-0.3245135,0.3481776+0.056914+-0.71593356,-0.50160617+0.029490361+0.34216022,0.79814017,588
0.38453963+0.22642052+-0.32451916,0.3481269+0.05682074+-0.71571434,-0.50161433+0.02948929+0.3421635,0.7979147,589
0.38454401+0.22643009+-0.32451978,0.3480652+0.05677275+-0.71552104,-0.5016274+0.029489309+0.3421595,0.797711,590
0.38454634+0.22645032+-0.3244989,0.3480011+0.056730814+-0.71533126,-0.50164294+0.029488634+0.3421508,0.79750985,591
0.38454765+0.22646601+-0.32448113,0.3479406+0.056676585+-0.7151339,-0.5016604+0.029484982+0.34213924,0.7973026,592
0.3845881+0.22646725+-0.3244955,0.34788588+0.05660411+-0.71492636,-0.50167716+0.029481389+0.34212607,0.7970874,593
0.38460398+0.22647169+-0.32449535,0.34788588+0.05660411+-0.71492636,-0.5016588+0.029472422+0.34215266,0.7970874,594
0.38462988+0.22645763+-0.32449698,0.3478335+0.056516625+-0.7147113,-0.50166494+0.029467463+0.34215885,0.7968654,595
0.3846528+0.22645809+-0.32448474,0.34777984+0.05642172+-0.7144927,-0.5016803+0.029465785+0.34215698,0.7966392,596
0.38466194+0.22646275+-0.32448292,0.3477251+0.056323975+-0.71427244,-0.50169826+0.029463882+0.34215313,0.79641086,597
0.38465905+0.22647983+-0.32447052,0.34767157+0.056224246+-0.71405095,-0.50171864+0.029461686+0.34214795,0.7961818,598
0.3846288+0.22649942+-0.32448336,0.3491656+0.057125233+-0.7180212,-0.50173956+0.029459853+0.34214348,0.80045885,599
0.38461906+0.2265183+-0.3244828,0.3491656+0.057125233+-0.7180212,-0.50168234+0.02943414+0.34215564,0.80045885,600
0.38463408+0.22645894+-0.32447878,0.35072467+0.05807046+-0.722157,-0.50166804+0.029425472+0.34216064,0.80491656,601
0.38464892+0.22643486+-0.32448196,0.35208988+0.05889727+-0.7257647,-0.50166994+0.02942295+0.34216326,0.80880815,602
0.3846619+0.22641811+-0.324504,0.35305315+0.059470017+-0.7282875,-0.5016768+0.029421372+0.3421648,0.81153303,603
0.38467205+0.22642061+-0.3244983,0.35363692+0.05979706+-0.72978866,-0.5016894+0.029419264+0.3421654,0.81315815,604
0.38468257+0.22647798+-0.32448488,0.35395116+0.059947044+-0.7305708,-0.5017038+0.029414846+0.34216577,0.8140078,605
0.38468257+0.22647798+-0.32448488,0.35395116+0.059947044+-0.7305708,-0.50161654+0.029458923+0.34224835,0.8140078,606
0.38475192+0.22641474+-0.32456592,0.35411203+0.060001828+-0.73095334,-0.50159097+0.029469414+0.34227148,0.8144252,607
0.38475192+0.22641474+-0.32456592,0.35351852+0.05938398+-0.73286265,-0.501587+0.02947052+0.34227893,0.81583667,608
0.38477474+0.22637641+-0.3246099,0.35280657+0.058725048+-0.73463166,-0.5015922+0.02946855+0.3422785,0.81707084,609
0.3847805+0.22637305+-0.3246178,0.35220504+0.058158305+-0.73626804,-0.5015991+0.029467922+0.34227532,0.81824285,610
0.38479018+0.22636437+-0.32462996,0.35181496+0.057770018+-0.7375859,-0.50160676+0.029468523+0.34226945,0.81923383,611
0.38477764+0.22636726+-0.32464084,0.35181496+0.057770018+-0.7375859,-0.50159454+0.029496137+0.34229004,0.81923383,612
0.38478422+0.22634876+-0.3246786,0.35162094+0.057544757+-0.73859483,-0.501598+0.029505387+0.34229457,0.82004327,613
0.3847796+0.22635052+-0.32469183,0.35156357+0.05742765+-0.7393824,-0.50160825+0.029507807+0.34229478,0.82071996,614
0.38477796+0.22636482+-0.3246795,0.3515807+0.057368+-0.74004495,-0.50161934+0.029505892+0.3422927,0.82132006,615
0.38478467+0.22637382+-0.32466647,0.35162735+0.057334505+-0.7406551,-0.5016305+0.029502906+0.34228867,0.8218875,616
0.38475662+0.22637418+-0.32470727,0.35201567+0.057244934+-0.7422896,-0.5016421+0.029499555+0.34228596,0.8235204,617
0.38474506+0.22637619+-0.32473123,0.35201567+0.057244934+-0.7422896,-0.5016157+0.029513456+0.34230292,0.8235204,618
0.38475764+0.22634447+-0.32474905,0.352411+0.05714556+-0.7439807,-0.50160635+0.029518042+0.34230846,0.8252069,619
0.38475764+0.22634447+-0.32474905,0.3527564+0.057038765+-0.7455634,-0.5016043+0.029519154+0.34231254,0.82677406,620
0.38476363+0.22632405+-0.32475737,0.35300678+0.05693527+-0.74689806,-0.5016039+0.029518094+0.34231716,0.8280774,621
0.38476706+0.226322+-0.32475457,0.35316443+0.056844007+-0.7479955,-0.5016029+0.029518263+0.3423227,0.8291282,622
0.38473126+0.22634232+-0.32478845,0.35325497+0.056767527+-0.7489243,-0.5016018+0.029519014+0.34233034,0.8299995,623
0.38472292+0.22634964+-0.32479775,0.35325497+0.056767527+-0.7489243,-0.5016061+0.029533891+0.34235805,0.8299995,624
0.38472643+0.2263655+-0.3248138,0.3533101+0.05670035+-0.7497569,-0.50160635+0.029536428+0.34237343,0.8307698,625
0.38472396+0.22637255+-0.3248235,0.35372308+0.05793805+-0.74518406,-0.5016042+0.02953514+0.34238493,0.8269076,626
0.38472793+0.22636741+-0.32484287,0.3541202+0.059297774+-0.73956114,-0.50159806+0.029532626+0.34239614,0.82211196,627
0.3847338+0.22636163+-0.32485378,0.35450345+0.060496323+-0.73468643,-0.5015889+0.029527307+0.34240872,0.81798327,628
0.3847315+0.22638255+-0.3248689,0.354832+0.06135657+-0.73137444,-0.5015799+0.029521585+0.34242082,0.8152171,629
0.38473707+0.22638392+-0.32488042,0.354832+0.06135657+-0.73137444,-0.5015723+0.029515391+0.34243274,0.8152171,630
0.3847388+0.22638434+-0.32488704,0.35510412+0.06189815+-0.7295395,-0.5015644+0.029509017+0.34244835,0.8137311,631
0.38474753+0.22637959+-0.32489756,0.35533452+0.062217426+-0.7287474,-0.5015542+0.029504076+0.34246594,0.81314605,632
0.38475096+0.22637752+-0.32490343,0.35553914+0.062415905+-0.7285382,-0.5015421+0.029498762+0.34248394,0.8130632,633
0.3847605+0.22637182+-0.32490286,0.35573095+0.06256572+-0.72856504,-0.50152797+0.029494544+0.34249714,0.81318265,634
0.38477418+0.22636294+-0.324919,0.351499+0.060423784+-0.726578,-0.50151336+0.02949173+0.3425085,0.80939364,635
0.3847843+0.22635081+-0.32492316,0.351499+0.060423784+-0.726578,-0.5015024+0.029521605+0.34254178,0.80939364,636
0.3847887+0.22633079+-0.32498813,0.34705517+0.05817998+-0.7244435,-0.5014869+0.029532705+0.34255522,0.80538845,637
0.38479695+0.22630545+-0.325016,0.34312177+0.05621423+-0.72247696,-0.50147146+0.029537426+0.34255874,0.8017889,638
0.3848072+0.22628325+-0.32501686,0.34029564+0.054836+-0.72096366,-0.5014564+0.029536588+0.34256014,0.7991224,639
0.384815+0.22625548+-0.32502872,0.33852354+0.05401242+-0.7198996,-0.5014402+0.029532148+0.3425632,0.7973525,640
0.38482916+0.22623605+-0.32501853,0.33749482+0.053576995+-0.7191643,-0.5014221+0.029529432+0.34256697,0.7962227,641
0.38483128+0.22622125+-0.32500863,0.33749482+0.053576995+-0.7191643,-0.50155735+0.029595861+0.34251153,0.7962227,642
0.3847443+0.22635262+-0.32502794,0.33687666+0.053356048+-0.7186212,-0.5016029+0.029616246+0.34249556,0.79545534,643
0.38470992+0.22639209+-0.32504895,0.33642095+0.053220075+-0.7181619,-0.50161666+0.029621469+0.3424908,0.7948383,644
0.38470685+0.22639129+-0.32506508,0.33598706+0.053091146+-0.71771663,-0.50161684+0.029623736+0.34249032,0.79424375,645
